Feature,ClusterA,ClusterB,Chi2,P_Value,Adjusted_P,FDR_Rejected
 Zmp,6,8,,1.0,1.0,False
 Zmp,7,8,,0.3,1.0,False
 atl_2,1,2,,0.15,1.0,False
 atl_2,1,3,,0.0,0.0,True
 atl_2,1,4,,0.0,0.0,True
 atl_2,1,5,,0.15,1.0,False
 atl_2,1,6,,0.0,0.0,True
 atl_2,1,7,,0.25,1.0,False
 atl_2,1,8,,0.0,0.0,True
 atl_2,2,3,,0.19,1.0,False
 atl_2,2,4,,0.02,0.20901408450704226,False
 atl_2,2,5,,1.0,1.0,False
 atl_2,2,6,,0.09,0.8269969040247678,False
 atl_2,2,7,,1.0,1.0,False
 atl_2,2,8,,0.05,0.4930232558139535,False
 atl_2,3,4,,0.62,1.0,False
 atl_2,3,5,,0.55,1.0,False
 atl_2,3,6,,1.0,1.0,False
 atl_2,3,7,,0.33,1.0,False
 atl_2,3,8,,1.0,1.0,False
 atl_2,4,5,,0.15,1.0,False
 atl_2,4,6,,0.64,1.0,False
 atl_2,4,7,,0.04,0.4024406779661017,False
 atl_2,4,8,,0.66,1.0,False
 atl_2,5,6,,0.53,1.0,False
 atl_2,5,7,,1.0,1.0,False
 atl_2,5,8,,0.25,1.0,False
 atl_2,6,7,,0.16,1.0,False
 atl_2,6,8,,1.0,1.0,False
 atl_2,7,8,,0.14,1.0,False
 NisK,1,2,,1.0,1.0,False
 NisK,1,3,,1.0,1.0,False
 NisK,1,4,,1.0,1.0,False
 NisK,1,5,,1.0,1.0,False
 NisK,1,6,,1.0,1.0,False
 NisK,1,7,,1.0,1.0,False
 NisK,1,8,,1.0,1.0,False
 NisK,2,3,,1.0,1.0,False
 NisK,2,4,,1.0,1.0,False
 NisK,2,5,,1.0,1.0,False
 NisK,2,6,,1.0,1.0,False
 NisK,2,7,,1.0,1.0,False
 NisK,2,8,,1.0,1.0,False
 NisK,3,4,,1.0,1.0,False
 NisK,3,5,,1.0,1.0,False
 NisK,3,6,,1.0,1.0,False
 NisK,3,7,,1.0,1.0,False
 NisK,3,8,,1.0,1.0,False
 NisK,4,5,,1.0,1.0,False
 NisK,4,6,,1.0,1.0,False
 NisK,4,7,,1.0,1.0,False
 NisK,4,8,,1.0,1.0,False
 NisK,5,6,,1.0,1.0,False
 NisK,5,7,,1.0,1.0,False
 NisK,5,8,,1.0,1.0,False
 NisK,6,7,,1.0,1.0,False
 NisK,6,8,,1.0,1.0,False
 NisK,7,8,,1.0,1.0,False
 NisR,1,2,,1.0,1.0,False
 NisR,1,3,,1.0,1.0,False
 NisR,1,4,,1.0,1.0,False
 NisR,1,5,,1.0,1.0,False
 NisR,1,6,,1.0,1.0,False
 NisR,1,7,,1.0,1.0,False
 NisR,1,8,,1.0,1.0,False
 NisR,2,3,,1.0,1.0,False
 NisR,2,4,,1.0,1.0,False
 NisR,2,5,,1.0,1.0,False
 NisR,2,6,,1.0,1.0,False
 NisR,2,7,,1.0,1.0,False
 NisR,2,8,,1.0,1.0,False
 NisR,3,4,,1.0,1.0,False
 NisR,3,5,,1.0,1.0,False
 NisR,3,6,,1.0,1.0,False
 NisR,3,7,,1.0,1.0,False
 NisR,3,8,,1.0,1.0,False
 NisR,4,5,,1.0,1.0,False
 NisR,4,6,,1.0,1.0,False
 NisR,4,7,,1.0,1.0,False
 NisR,4,8,,1.0,1.0,False
 NisR,5,6,,1.0,1.0,False
 NisR,5,7,,1.0,1.0,False
 NisR,5,8,,1.0,1.0,False
 NisR,6,7,,1.0,1.0,False
 NisR,6,8,,1.0,1.0,False
 NisR,7,8,,1.0,1.0,False
 ABC_2,1,2,,1.0,1.0,False
 ABC_2,1,3,,1.0,1.0,False
 ABC_2,1,4,,1.0,1.0,False
 ABC_2,1,5,,1.0,1.0,False
 ABC_2,1,6,,1.0,1.0,False
 ABC_2,1,7,,0.0,0.0,True
 ABC_2,1,8,,1.0,1.0,False
 ABC_2,2,3,,1.0,1.0,False
 ABC_2,2,4,,1.0,1.0,False
 ABC_2,2,5,,1.0,1.0,False
 ABC_2,2,6,,1.0,1.0,False
 ABC_2,2,7,,0.0,0.0,True
 ABC_2,2,8,,1.0,1.0,False
 ABC_2,3,4,,1.0,1.0,False
 ABC_2,3,5,,1.0,1.0,False
 ABC_2,3,6,,1.0,1.0,False
 ABC_2,3,7,,0.0,0.0,True
 ABC_2,3,8,,1.0,1.0,False
 ABC_2,4,5,,1.0,1.0,False
 ABC_2,4,6,,1.0,1.0,False
 ABC_2,4,7,,0.0,0.0,True
 ABC_2,4,8,,1.0,1.0,False
 ABC_2,5,6,,1.0,1.0,False
 ABC_2,5,7,,0.02,0.20901408450704226,False
 ABC_2,5,8,,1.0,1.0,False
 ABC_2,6,7,,0.0,0.0,True
 ABC_2,6,8,,1.0,1.0,False
 ABC_2,7,8,,0.0,0.0,True
 Sbp1,1,2,,0.0,0.0,True
 Sbp1,1,3,,1.0,1.0,False
 Sbp1,1,4,,0.0,0.0,True
 Sbp1,1,5,,0.06,0.5800651465798046,False
 Sbp1,1,6,,1.0,1.0,False
 Sbp1,1,7,,0.14,1.0,False
 Sbp1,1,8,,0.0,0.0,True
 Sbp1,2,3,,0.0,0.0,True
 Sbp1,2,4,,0.26,1.0,False
 Sbp1,2,5,,0.07,0.6723624595469256,False
 Sbp1,2,6,,0.0,0.0,True
 Sbp1,2,7,,0.0,0.0,True
 Sbp1,2,8,,1.0,1.0,False
 Sbp1,3,4,,0.0,0.0,True
 Sbp1,3,5,,0.05,0.4930232558139535,False
 Sbp1,3,6,,1.0,1.0,False
 Sbp1,3,7,,0.12,1.0,False
 Sbp1,3,8,,0.0,0.0,True
 Sbp1,4,5,,0.54,1.0,False
 Sbp1,4,6,,0.0,0.0,True
 Sbp1,4,7,,0.06,0.5800651465798046,False
 Sbp1,4,8,,0.34,1.0,False
 Sbp1,5,6,,0.04,0.4024406779661017,False
 Sbp1,5,7,,0.58,1.0,False
 Sbp1,5,8,,0.09,0.8269969040247678,False
 Sbp1,6,7,,0.1,0.8966767371601209,False
 Sbp1,6,8,,0.0,0.0,True
 Sbp1,7,8,,0.0,0.0,True
 OppA,1,2,,1.0,1.0,False
 OppA,1,3,,1.0,1.0,False
 OppA,1,4,,1.0,1.0,False
 OppA,1,5,,1.0,1.0,False
 OppA,1,6,,1.0,1.0,False
 OppA,1,7,,1.0,1.0,False
 OppA,1,8,,1.0,1.0,False
 OppA,2,3,,1.0,1.0,False
 OppA,2,4,,1.0,1.0,False
 OppA,2,5,,1.0,1.0,False
 OppA,2,6,,1.0,1.0,False
 OppA,2,7,,1.0,1.0,False
 OppA,2,8,,1.0,1.0,False
 OppA,3,4,,1.0,1.0,False
 OppA,3,5,,1.0,1.0,False
 OppA,3,6,,1.0,1.0,False
 OppA,3,7,,1.0,1.0,False
 OppA,3,8,,1.0,1.0,False
 OppA,4,5,,1.0,1.0,False
 OppA,4,6,,1.0,1.0,False
 OppA,4,7,,1.0,1.0,False
 OppA,4,8,,1.0,1.0,False
 OppA,5,6,,1.0,1.0,False
 OppA,5,7,,1.0,1.0,False
 OppA,5,8,,1.0,1.0,False
 OppA,6,7,,1.0,1.0,False
 OppA,6,8,,1.0,1.0,False
 OppA,7,8,,1.0,1.0,False
 endoSS,1,2,,0.0,0.0,True
 endoSS,1,3,,0.0,0.0,True
 endoSS,1,4,,0.0,0.0,True
 endoSS,1,5,,0.0,0.0,True
 endoSS,1,6,,1.0,1.0,False
 endoSS,1,7,,1.0,1.0,False
 endoSS,1,8,,0.0,0.0,True
 endoSS,2,3,,1.0,1.0,False
 endoSS,2,4,,1.0,1.0,False
 endoSS,2,5,,1.0,1.0,False
 endoSS,2,6,,0.0,0.0,True
 endoSS,2,7,,0.0,0.0,True
 endoSS,2,8,,1.0,1.0,False
 endoSS,3,4,,0.41,1.0,False
 endoSS,3,5,,1.0,1.0,False
 endoSS,3,6,,0.0,0.0,True
 endoSS,3,7,,0.0,0.0,True
 endoSS,3,8,,0.43,1.0,False
 endoSS,4,5,,1.0,1.0,False
 endoSS,4,6,,0.0,0.0,True
 endoSS,4,7,,0.0,0.0,True
 endoSS,4,8,,1.0,1.0,False
 endoSS,5,6,,0.0,0.0,True
 endoSS,5,7,,0.0,0.0,True
 endoSS,5,8,,1.0,1.0,False
 endoSS,6,7,,1.0,1.0,False
 endoSS,6,8,,0.0,0.0,True
 endoSS,7,8,,0.0,0.0,True
 PK,1,2,,1.0,1.0,False
 PK,1,3,,1.0,1.0,False
 PK,1,4,,1.0,1.0,False
 PK,1,5,,1.0,1.0,False
 PK,1,6,,1.0,1.0,False
 PK,1,7,,1.0,1.0,False
 PK,1,8,,1.0,1.0,False
 PK,2,3,,1.0,1.0,False
 PK,2,4,,1.0,1.0,False
 PK,2,5,,1.0,1.0,False
 PK,2,6,,1.0,1.0,False
 PK,2,7,,1.0,1.0,False
 PK,2,8,,1.0,1.0,False
 PK,3,4,,1.0,1.0,False
 PK,3,5,,1.0,1.0,False
 PK,3,6,,1.0,1.0,False
 PK,3,7,,1.0,1.0,False
 PK,3,8,,1.0,1.0,False
 PK,4,5,,1.0,1.0,False
 PK,4,6,,1.0,1.0,False
 PK,4,7,,1.0,1.0,False
 PK,4,8,,1.0,1.0,False
 PK,5,6,,1.0,1.0,False
 PK,5,7,,1.0,1.0,False
 PK,5,8,,1.0,1.0,False
 PK,6,7,,1.0,1.0,False
 PK,6,8,,1.0,1.0,False
 PK,7,8,,1.0,1.0,False
 KAR,1,2,,1.0,1.0,False
 KAR,1,3,,1.0,1.0,False
 KAR,1,4,,1.0,1.0,False
 KAR,1,5,,1.0,1.0,False
 KAR,1,6,,1.0,1.0,False
 KAR,1,7,,1.0,1.0,False
 KAR,1,8,,1.0,1.0,False
 KAR,2,3,,1.0,1.0,False
 KAR,2,4,,1.0,1.0,False
 KAR,2,5,,1.0,1.0,False
 KAR,2,6,,1.0,1.0,False
 KAR,2,7,,1.0,1.0,False
 KAR,2,8,,1.0,1.0,False
 KAR,3,4,,1.0,1.0,False
 KAR,3,5,,1.0,1.0,False
 KAR,3,6,,1.0,1.0,False
 KAR,3,7,,1.0,1.0,False
 KAR,3,8,,1.0,1.0,False
 KAR,4,5,,1.0,1.0,False
 KAR,4,6,,1.0,1.0,False
 KAR,4,7,,1.0,1.0,False
 KAR,4,8,,1.0,1.0,False
 KAR,5,6,,1.0,1.0,False
 KAR,5,7,,1.0,1.0,False
 KAR,5,8,,1.0,1.0,False
 KAR,6,7,,1.0,1.0,False
 KAR,6,8,,1.0,1.0,False
 KAR,7,8,,1.0,1.0,False
 IMPDH_2,1,2,,1.0,1.0,False
 IMPDH_2,1,3,,1.0,1.0,False
 IMPDH_2,1,4,,1.0,1.0,False
 IMPDH_2,1,5,,1.0,1.0,False
 IMPDH_2,1,6,,1.0,1.0,False
 IMPDH_2,1,7,,1.0,1.0,False
 IMPDH_2,1,8,,1.0,1.0,False
 IMPDH_2,2,3,,1.0,1.0,False
 IMPDH_2,2,4,,1.0,1.0,False
 IMPDH_2,2,5,,1.0,1.0,False
 IMPDH_2,2,6,,1.0,1.0,False
 IMPDH_2,2,7,,1.0,1.0,False
 IMPDH_2,2,8,,1.0,1.0,False
 IMPDH_2,3,4,,1.0,1.0,False
 IMPDH_2,3,5,,1.0,1.0,False
 IMPDH_2,3,6,,1.0,1.0,False
 IMPDH_2,3,7,,1.0,1.0,False
 IMPDH_2,3,8,,1.0,1.0,False
 IMPDH_2,4,5,,1.0,1.0,False
 IMPDH_2,4,6,,1.0,1.0,False
 IMPDH_2,4,7,,1.0,1.0,False
 IMPDH_2,4,8,,1.0,1.0,False
 IMPDH_2,5,6,,1.0,1.0,False
 IMPDH_2,5,7,,1.0,1.0,False
 IMPDH_2,5,8,,1.0,1.0,False
 IMPDH_2,6,7,,1.0,1.0,False
 IMPDH_2,6,8,,1.0,1.0,False
 IMPDH_2,7,8,,1.0,1.0,False
 GlnA,1,2,,1.0,1.0,False
 GlnA,1,3,,1.0,1.0,False
 GlnA,1,4,,1.0,1.0,False
 GlnA,1,5,,1.0,1.0,False
 GlnA,1,6,,1.0,1.0,False
 GlnA,1,7,,1.0,1.0,False
 GlnA,1,8,,1.0,1.0,False
 GlnA,2,3,,1.0,1.0,False
 GlnA,2,4,,1.0,1.0,False
 GlnA,2,5,,1.0,1.0,False
 GlnA,2,6,,1.0,1.0,False
 GlnA,2,7,,1.0,1.0,False
 GlnA,2,8,,1.0,1.0,False
 GlnA,3,4,,1.0,1.0,False
 GlnA,3,5,,1.0,1.0,False
 GlnA,3,6,,1.0,1.0,False
 GlnA,3,7,,1.0,1.0,False
 GlnA,3,8,,1.0,1.0,False
 GlnA,4,5,,1.0,1.0,False
 GlnA,4,6,,1.0,1.0,False
 GlnA,4,7,,1.0,1.0,False
 GlnA,4,8,,1.0,1.0,False
 GlnA,5,6,,1.0,1.0,False
 GlnA,5,7,,1.0,1.0,False
 GlnA,5,8,,1.0,1.0,False
 GlnA,6,7,,1.0,1.0,False
 GlnA,6,8,,1.0,1.0,False
 GlnA,7,8,,1.0,1.0,False
 HtpsA,1,2,,1.0,1.0,False
 HtpsA,1,3,,1.0,1.0,False
 HtpsA,1,4,,1.0,1.0,False
 HtpsA,1,5,,1.0,1.0,False
 HtpsA,1,6,,1.0,1.0,False
 HtpsA,1,7,,1.0,1.0,False
 HtpsA,1,8,,1.0,1.0,False
 HtpsA,2,3,,1.0,1.0,False
 HtpsA,2,4,,1.0,1.0,False
 HtpsA,2,5,,1.0,1.0,False
 HtpsA,2,6,,1.0,1.0,False
 HtpsA,2,7,,1.0,1.0,False
 HtpsA,2,8,,1.0,1.0,False
 HtpsA,3,4,,1.0,1.0,False
 HtpsA,3,5,,1.0,1.0,False
 HtpsA,3,6,,1.0,1.0,False
 HtpsA,3,7,,1.0,1.0,False
 HtpsA,3,8,,1.0,1.0,False
 HtpsA,4,5,,1.0,1.0,False
 HtpsA,4,6,,1.0,1.0,False
 HtpsA,4,7,,1.0,1.0,False
 HtpsA,4,8,,1.0,1.0,False
 HtpsA,5,6,,1.0,1.0,False
 HtpsA,5,7,,1.0,1.0,False
 HtpsA,5,8,,1.0,1.0,False
 HtpsA,6,7,,1.0,1.0,False
 HtpsA,6,8,,1.0,1.0,False
 HtpsA,7,8,,1.0,1.0,False
 LuxS,1,2,,1.0,1.0,False
 LuxS,1,3,,1.0,1.0,False
 LuxS,1,4,,1.0,1.0,False
 LuxS,1,5,,1.0,1.0,False
 LuxS,1,6,,1.0,1.0,False
 LuxS,1,7,,1.0,1.0,False
 LuxS,1,8,,1.0,1.0,False
 LuxS,2,3,,1.0,1.0,False
 LuxS,2,4,,1.0,1.0,False
 LuxS,2,5,,1.0,1.0,False
 LuxS,2,6,,1.0,1.0,False
 LuxS,2,7,,1.0,1.0,False
 LuxS,2,8,,1.0,1.0,False
 LuxS,3,4,,1.0,1.0,False
 LuxS,3,5,,1.0,1.0,False
 LuxS,3,6,,1.0,1.0,False
 LuxS,3,7,,1.0,1.0,False
 LuxS,3,8,,1.0,1.0,False
 LuxS,4,5,,1.0,1.0,False
 LuxS,4,6,,1.0,1.0,False
 LuxS,4,7,,1.0,1.0,False
 LuxS,4,8,,1.0,1.0,False
 LuxS,5,6,,1.0,1.0,False
 LuxS,5,7,,1.0,1.0,False
 LuxS,5,8,,1.0,1.0,False
 LuxS,6,7,,1.0,1.0,False
 LuxS,6,8,,1.0,1.0,False
 LuxS,7,8,,1.0,1.0,False
 Ssads,1,2,,0.0,0.0,True
 Ssads,1,3,,0.0,0.0,True
 Ssads,1,4,,1.0,1.0,False
 Ssads,1,5,,1.0,1.0,False
 Ssads,1,6,,1.0,1.0,False
 Ssads,1,7,,0.0,0.0,True
 Ssads,1,8,,1.0,1.0,False
 Ssads,2,3,,1.0,1.0,False
 Ssads,2,4,,0.0,0.0,True
 Ssads,2,5,,0.01,0.10714801444043322,False
 Ssads,2,6,,0.0,0.0,True
 Ssads,2,7,,1.0,1.0,False
 Ssads,2,8,,0.0,0.0,True
 Ssads,3,4,,0.0,0.0,True
 Ssads,3,5,,0.01,0.10714801444043322,False
 Ssads,3,6,,0.0,0.0,True
 Ssads,3,7,,0.6,1.0,False
 Ssads,3,8,,0.0,0.0,True
 Ssads,4,5,,1.0,1.0,False
 Ssads,4,6,,1.0,1.0,False
 Ssads,4,7,,0.0,0.0,True
 Ssads,4,8,,1.0,1.0,False
 Ssads,5,6,,1.0,1.0,False
 Ssads,5,7,,0.06,0.5800651465798046,False
 Ssads,5,8,,1.0,1.0,False
 Ssads,6,7,,0.0,0.0,True
 Ssads,6,8,,1.0,1.0,False
 Ssads,7,8,,0.0,0.0,True
 RelQ,1,2,,1.0,1.0,False
 RelQ,1,3,,1.0,1.0,False
 RelQ,1,4,,1.0,1.0,False
 RelQ,1,5,,1.0,1.0,False
 RelQ,1,6,,1.0,1.0,False
 RelQ,1,7,,1.0,1.0,False
 RelQ,1,8,,1.0,1.0,False
 RelQ,2,3,,1.0,1.0,False
 RelQ,2,4,,1.0,1.0,False
 RelQ,2,5,,1.0,1.0,False
 RelQ,2,6,,1.0,1.0,False
 RelQ,2,7,,1.0,1.0,False
 RelQ,2,8,,1.0,1.0,False
 RelQ,3,4,,1.0,1.0,False
 RelQ,3,5,,1.0,1.0,False
 RelQ,3,6,,1.0,1.0,False
 RelQ,3,7,,1.0,1.0,False
 RelQ,3,8,,1.0,1.0,False
 RelQ,4,5,,1.0,1.0,False
 RelQ,4,6,,1.0,1.0,False
 RelQ,4,7,,1.0,1.0,False
 RelQ,4,8,,1.0,1.0,False
 RelQ,5,6,,1.0,1.0,False
 RelQ,5,7,,1.0,1.0,False
 RelQ,5,8,,1.0,1.0,False
 RelQ,6,7,,1.0,1.0,False
 RelQ,6,8,,1.0,1.0,False
 RelQ,7,8,,1.0,1.0,False
 srtA,1,2,,1.0,1.0,False
 srtA,1,3,,1.0,1.0,False
 srtA,1,4,,1.0,1.0,False
 srtA,1,5,,1.0,1.0,False
 srtA,1,6,,1.0,1.0,False
 srtA,1,7,,0.39,1.0,False
 srtA,1,8,,1.0,1.0,False
 srtA,2,3,,1.0,1.0,False
 srtA,2,4,,1.0,1.0,False
 srtA,2,5,,1.0,1.0,False
 srtA,2,6,,1.0,1.0,False
 srtA,2,7,,0.41,1.0,False
 srtA,2,8,,1.0,1.0,False
 srtA,3,4,,1.0,1.0,False
 srtA,3,5,,1.0,1.0,False
 srtA,3,6,,1.0,1.0,False
 srtA,3,7,,0.37,1.0,False
 srtA,3,8,,1.0,1.0,False
 srtA,4,5,,1.0,1.0,False
 srtA,4,6,,1.0,1.0,False
 srtA,4,7,,0.29,1.0,False
 srtA,4,8,,1.0,1.0,False
 srtA,5,6,,1.0,1.0,False
 srtA,5,7,,1.0,1.0,False
 srtA,5,8,,1.0,1.0,False
 srtA,6,7,,0.33,1.0,False
 srtA,6,8,,1.0,1.0,False
 srtA,7,8,,0.3,1.0,False
 HP1083,1,2,,1.0,1.0,False
 HP1083,1,3,,1.0,1.0,False
 HP1083,1,4,,1.0,1.0,False
 HP1083,1,5,,1.0,1.0,False
 HP1083,1,6,,1.0,1.0,False
 HP1083,1,7,,1.0,1.0,False
 HP1083,1,8,,1.0,1.0,False
 HP1083,2,3,,1.0,1.0,False
 HP1083,2,4,,1.0,1.0,False
 HP1083,2,5,,1.0,1.0,False
 HP1083,2,6,,1.0,1.0,False
 HP1083,2,7,,1.0,1.0,False
 HP1083,2,8,,1.0,1.0,False
 HP1083,3,4,,1.0,1.0,False
 HP1083,3,5,,1.0,1.0,False
 HP1083,3,6,,1.0,1.0,False
 HP1083,3,7,,1.0,1.0,False
 HP1083,3,8,,1.0,1.0,False
 HP1083,4,5,,1.0,1.0,False
 HP1083,4,6,,1.0,1.0,False
 HP1083,4,7,,1.0,1.0,False
 HP1083,4,8,,1.0,1.0,False
 HP1083,5,6,,1.0,1.0,False
 HP1083,5,7,,1.0,1.0,False
 HP1083,5,8,,1.0,1.0,False
 HP1083,6,7,,1.0,1.0,False
 HP1083,6,8,,1.0,1.0,False
 HP1083,7,8,,1.0,1.0,False
 ciaR,1,2,,1.0,1.0,False
 ciaR,1,3,,1.0,1.0,False
 ciaR,1,4,,1.0,1.0,False
 ciaR,1,5,,1.0,1.0,False
 ciaR,1,6,,1.0,1.0,False
 ciaR,1,7,,1.0,1.0,False
 ciaR,1,8,,1.0,1.0,False
 ciaR,2,3,,1.0,1.0,False
 ciaR,2,4,,1.0,1.0,False
 ciaR,2,5,,1.0,1.0,False
 ciaR,2,6,,1.0,1.0,False
 ciaR,2,7,,1.0,1.0,False
 ciaR,2,8,,1.0,1.0,False
 ciaR,3,4,,1.0,1.0,False
 ciaR,3,5,,1.0,1.0,False
 ciaR,3,6,,1.0,1.0,False
 ciaR,3,7,,1.0,1.0,False
 ciaR,3,8,,1.0,1.0,False
 ciaR,4,5,,1.0,1.0,False
 ciaR,4,6,,1.0,1.0,False
 ciaR,4,7,,1.0,1.0,False
 ciaR,4,8,,1.0,1.0,False
 ciaR,5,6,,1.0,1.0,False
 ciaR,5,7,,1.0,1.0,False
 ciaR,5,8,,1.0,1.0,False
 ciaR,6,7,,1.0,1.0,False
 ciaR,6,8,,1.0,1.0,False
 ciaR,7,8,,1.0,1.0,False
 mnmE,1,2,,1.0,1.0,False
 mnmE,1,3,,1.0,1.0,False
 mnmE,1,4,,1.0,1.0,False
 mnmE,1,5,,1.0,1.0,False
 mnmE,1,6,,1.0,1.0,False
 mnmE,1,7,,1.0,1.0,False
 mnmE,1,8,,1.0,1.0,False
 mnmE,2,3,,1.0,1.0,False
 mnmE,2,4,,1.0,1.0,False
 mnmE,2,5,,1.0,1.0,False
 mnmE,2,6,,1.0,1.0,False
 mnmE,2,7,,1.0,1.0,False
 mnmE,2,8,,1.0,1.0,False
 mnmE,3,4,,1.0,1.0,False
 mnmE,3,5,,1.0,1.0,False
 mnmE,3,6,,1.0,1.0,False
 mnmE,3,7,,1.0,1.0,False
 mnmE,3,8,,1.0,1.0,False
 mnmE,4,5,,1.0,1.0,False
 mnmE,4,6,,1.0,1.0,False
 mnmE,4,7,,1.0,1.0,False
 mnmE,4,8,,1.0,1.0,False
 mnmE,5,6,,1.0,1.0,False
 mnmE,5,7,,1.0,1.0,False
 mnmE,5,8,,1.0,1.0,False
 mnmE,6,7,,1.0,1.0,False
 mnmE,6,8,,1.0,1.0,False
 mnmE,7,8,,1.0,1.0,False
 HP1538,1,2,,1.0,1.0,False
 HP1538,1,3,,1.0,1.0,False
 HP1538,1,4,,1.0,1.0,False
 HP1538,1,5,,1.0,1.0,False
 HP1538,1,6,,1.0,1.0,False
 HP1538,1,7,,0.39,1.0,False
 HP1538,1,8,,1.0,1.0,False
 HP1538,2,3,,1.0,1.0,False
 HP1538,2,4,,1.0,1.0,False
 HP1538,2,5,,1.0,1.0,False
 HP1538,2,6,,1.0,1.0,False
 HP1538,2,7,,0.41,1.0,False
 HP1538,2,8,,1.0,1.0,False
 HP1538,3,4,,1.0,1.0,False
 HP1538,3,5,,1.0,1.0,False
 HP1538,3,6,,1.0,1.0,False
 HP1538,3,7,,0.37,1.0,False
 HP1538,3,8,,1.0,1.0,False
 HP1538,4,5,,1.0,1.0,False
 HP1538,4,6,,1.0,1.0,False
 HP1538,4,7,,0.29,1.0,False
 HP1538,4,8,,1.0,1.0,False
 HP1538,5,6,,1.0,1.0,False
 HP1538,5,7,,1.0,1.0,False
 HP1538,5,8,,1.0,1.0,False
 HP1538,6,7,,0.33,1.0,False
 HP1538,6,8,,1.0,1.0,False
 HP1538,7,8,,0.3,1.0,False
 CovR,1,2,,1.0,1.0,False
 CovR,1,3,,1.0,1.0,False
 CovR,1,4,,1.0,1.0,False
 CovR,1,5,,1.0,1.0,False
 CovR,1,6,,1.0,1.0,False
 CovR,1,7,,1.0,1.0,False
 CovR,1,8,,1.0,1.0,False
 CovR,2,3,,1.0,1.0,False
 CovR,2,4,,1.0,1.0,False
 CovR,2,5,,1.0,1.0,False
 CovR,2,6,,1.0,1.0,False
 CovR,2,7,,1.0,1.0,False
 CovR,2,8,,1.0,1.0,False
 CovR,3,4,,1.0,1.0,False
 CovR,3,5,,1.0,1.0,False
 CovR,3,6,,1.0,1.0,False
 CovR,3,7,,1.0,1.0,False
 CovR,3,8,,1.0,1.0,False
 CovR,4,5,,1.0,1.0,False
 CovR,4,6,,1.0,1.0,False
 CovR,4,7,,1.0,1.0,False
 CovR,4,8,,1.0,1.0,False
 CovR,5,6,,1.0,1.0,False
 CovR,5,7,,1.0,1.0,False
 CovR,5,8,,1.0,1.0,False
 CovR,6,7,,1.0,1.0,False
 CovR,6,8,,1.0,1.0,False
 CovR,7,8,,1.0,1.0,False
 lytR,1,2,,1.0,1.0,False
 lytR,1,3,,1.0,1.0,False
 lytR,1,4,,1.0,1.0,False
 lytR,1,5,,1.0,1.0,False
 lytR,1,6,,1.0,1.0,False
 lytR,1,7,,1.0,1.0,False
 lytR,1,8,,1.0,1.0,False
 lytR,2,3,,1.0,1.0,False
 lytR,2,4,,1.0,1.0,False
 lytR,2,5,,1.0,1.0,False
 lytR,2,6,,1.0,1.0,False
 lytR,2,7,,1.0,1.0,False
 lytR,2,8,,1.0,1.0,False
 lytR,3,4,,1.0,1.0,False
 lytR,3,5,,1.0,1.0,False
 lytR,3,6,,1.0,1.0,False
 lytR,3,7,,1.0,1.0,False
 lytR,3,8,,1.0,1.0,False
 lytR,4,5,,1.0,1.0,False
 lytR,4,6,,1.0,1.0,False
 lytR,4,7,,1.0,1.0,False
 lytR,4,8,,1.0,1.0,False
 lytR,5,6,,1.0,1.0,False
 lytR,5,7,,1.0,1.0,False
 lytR,5,8,,1.0,1.0,False
 lytR,6,7,,1.0,1.0,False
 lytR,6,8,,1.0,1.0,False
 lytR,7,8,,1.0,1.0,False
 RelA,1,2,,1.0,1.0,False
 RelA,1,3,,1.0,1.0,False
 RelA,1,4,,1.0,1.0,False
 RelA,1,5,,1.0,1.0,False
 RelA,1,6,,1.0,1.0,False
 RelA,1,7,,1.0,1.0,False
 RelA,1,8,,1.0,1.0,False
 RelA,2,3,,1.0,1.0,False
 RelA,2,4,,1.0,1.0,False
 RelA,2,5,,1.0,1.0,False
 RelA,2,6,,1.0,1.0,False
 RelA,2,7,,1.0,1.0,False
 RelA,2,8,,1.0,1.0,False
 RelA,3,4,,1.0,1.0,False
 RelA,3,5,,1.0,1.0,False
 RelA,3,6,,1.0,1.0,False
 RelA,3,7,,1.0,1.0,False
 RelA,3,8,,1.0,1.0,False
 RelA,4,5,,1.0,1.0,False
 RelA,4,6,,1.0,1.0,False
 RelA,4,7,,1.0,1.0,False
 RelA,4,8,,1.0,1.0,False
 RelA,5,6,,1.0,1.0,False
 RelA,5,7,,1.0,1.0,False
 RelA,5,8,,1.0,1.0,False
 RelA,6,7,,1.0,1.0,False
 RelA,6,8,,1.0,1.0,False
 RelA,7,8,,1.0,1.0,False
 GidA,1,2,,1.0,1.0,False
 GidA,1,3,,1.0,1.0,False
 GidA,1,4,,1.0,1.0,False
 GidA,1,5,,1.0,1.0,False
 GidA,1,6,,1.0,1.0,False
 GidA,1,7,,1.0,1.0,False
 GidA,1,8,,1.0,1.0,False
 GidA,2,3,,1.0,1.0,False
 GidA,2,4,,1.0,1.0,False
 GidA,2,5,,1.0,1.0,False
 GidA,2,6,,1.0,1.0,False
 GidA,2,7,,1.0,1.0,False
 GidA,2,8,,1.0,1.0,False
 GidA,3,4,,1.0,1.0,False
 GidA,3,5,,1.0,1.0,False
 GidA,3,6,,1.0,1.0,False
 GidA,3,7,,1.0,1.0,False
 GidA,3,8,,1.0,1.0,False
 GidA,4,5,,1.0,1.0,False
 GidA,4,6,,1.0,1.0,False
 GidA,4,7,,1.0,1.0,False
