Row,Column,Phi,Cluster
 Cps2B, GdpP,,6
 cps2G, GdpP,,6
 Cps2J, GdpP,,6
 cps2L, GdpP,,6
 NeuB, GdpP,,6
 MRP, GdpP,,6
 SP1, GdpP,,6
 ciaH, GdpP,,6
 prsA, GdpP,,6
 Ssa, GdpP,,6
 abpb, GdpP,,6
 sly, GdpP,,6
 HtpsC, GdpP,,6
 lhk, GdpP,,6
 lhr, GdpP,,6
 1910HR, GdpP,,6
 1910HK, GdpP,,6
 ssnA, GdpP,,6
 RggTR, GdpP,,6
 SntA, GdpP,,6
 Sbp2, GdpP,,6
 TraG, GdpP,,6
 hylA, GdpP,,6
 rfeA, GdpP,,6
 Tran, GdpP,,6
 Hhly3, GdpP,,6
 yzpA, GdpP,,6
 gh92, GdpP,,6
 PnuC, GdpP,,6
 cbp40omp40, GdpP,,6
 HP1717, GdpP,,6
 AtlAss, GdpP,,6
 Fhbp, GdpP,,6
 Fhb_2, GdpP,,6
 ldeS, GdpP,,6
 dltA, GdpP,,6
 SspA, GdpP,,6
 Zmp, GdpP,,6
 atl_2, GdpP,,6
 NisK, GdpP,,6
 NisR, GdpP,,6
 ABC_2, GdpP,,6
 Sbp1, GdpP,,6
 OppA, GdpP,,6
 endoSS, GdpP,,6
 PK, GdpP,,6
 KAR, GdpP,,6
 IMPDH_2, GdpP,,6
 GlnA, GdpP,,6
 HtpsA, GdpP,,6
 LuxS, GdpP,,6
 Ssads, GdpP,,6
 RelQ, GdpP,,6
 srtA, GdpP,,6
 HP1083, GdpP,,6
 ciaR, GdpP,,6
 mnmE, GdpP,,6
 HP1538, GdpP,,6
 CovR, GdpP,,6
 lytR, GdpP,,6
 RelA, GdpP,,6
 GidA, GdpP,,6
 GdpP, GdpP,,6
 Stp, GdpP,,6
 GAPDH, GdpP,,6
 adhE, GdpP,,6
 Stk, GdpP,,6
 ClpX, GdpP,,6
 pepT, GdpP,,6
 ClpP, GdpP,,6
 SspB, GdpP,,6
 DnaK, GdpP,,6
 CodY, GdpP,,6
 PepF, GdpP,,6
 Eno, GdpP,,6
 HAM1, GdpP,,6
 Rex, GdpP,,6
 HrcA, GdpP,,6
 GrpE, GdpP,,6
 DnaJ, GdpP,,6
 GntR, GdpP,,6
 FlpS, GdpP,,6
 pgdA, GdpP,,6
 VraSR, GdpP,,6
 MsmK, GdpP,,6
 OTC, GdpP,,6
 argR, GdpP,,6
 PGK, GdpP,,6
 BgaC, GdpP,,6
 DivIVA, GdpP,,6
 FBPS, GdpP,,6
 GroEL, GdpP,,6
 EF-Tu, GdpP,,6
 ABC_1, GdpP,,6
 PDH, GdpP,,6
 IMPDH_1, GdpP,,6
 FBA, GdpP,,6
 LDH, Stp,,6
 Cps2E, Stp,,6
 Cps2F, Stp,,6
 Cps9E, Stp,,6
 manN, Stp,,6
 ArcD, Stp,,6
 SsPep, Stp,,6
 Fhb_1, Stp,,6
 agaR2, Stp,,6
 Cps2B, Stp,,6
 cps2G, Stp,,6
 Cps2J, Stp,,6
 cps2L, Stp,,6
 NeuB, Stp,,6
 MRP, Stp,,6
 SP1, Stp,,6
 ciaH, Stp,,6
 prsA, Stp,,6
 Ssa, Stp,,6
 abpb, Stp,,6
 sly, Stp,,6
 HtpsC, Stp,,6
 lhk, Stp,,6
 lhr, Stp,,6
 1910HR, Stp,,6
 1910HK, Stp,,6
 ssnA, Stp,,6
 RggTR, Stp,,6
 SntA, Stp,,6
 Sbp2, Stp,,6
 TraG, Stp,,6
 hylA, Stp,,6
 rfeA, Stp,,6
 Tran, Stp,,6
 Hhly3, Stp,,6
 yzpA, Stp,,6
 gh92, Stp,,6
 PnuC, Stp,,6
 cbp40omp40, Stp,,6
 HP1717, Stp,,6
 AtlAss, Stp,,6
 Fhbp, Stp,,6
 Fhb_2, Stp,,6
 ldeS, Stp,,6
 dltA, Stp,,6
 SspA, Stp,,6
 Zmp, Stp,,6
 atl_2, Stp,,6
 NisK, Stp,,6
 NisR, Stp,,6
 ABC_2, Stp,,6
 Sbp1, Stp,,6
 OppA, Stp,,6
 endoSS, Stp,,6
 PK, Stp,,6
 KAR, Stp,,6
 IMPDH_2, Stp,,6
 GlnA, Stp,,6
 HtpsA, Stp,,6
 LuxS, Stp,,6
 Ssads, Stp,,6
 RelQ, Stp,,6
 srtA, Stp,,6
 HP1083, Stp,,6
 ciaR, Stp,,6
 mnmE, Stp,,6
 HP1538, Stp,,6
 CovR, Stp,,6
 lytR, Stp,,6
 RelA, Stp,,6
 GidA, Stp,,6
 GdpP, Stp,,6
 Stp, Stp,,6
 GAPDH, Stp,,6
 adhE, Stp,,6
 Stk, Stp,,6
 ClpX, Stp,,6
 pepT, Stp,,6
 ClpP, Stp,,6
 SspB, Stp,,6
 DnaK, Stp,,6
 CodY, Stp,,6
 PepF, Stp,,6
 Eno, Stp,,6
 HAM1, Stp,,6
 Rex, Stp,,6
 HrcA, Stp,,6
 GrpE, Stp,,6
 DnaJ, Stp,,6
 GntR, Stp,,6
 FlpS, Stp,,6
 pgdA, Stp,,6
 VraSR, Stp,,6
 MsmK, Stp,,6
 OTC, Stp,,6
 argR, Stp,,6
 PGK, Stp,,6
 BgaC, Stp,,6
 DivIVA, Stp,,6
 FBPS, Stp,,6
 GroEL, Stp,,6
 EF-Tu, Stp,,6
 ABC_1, Stp,,6
 PDH, Stp,,6
 IMPDH_1, Stp,,6
 FBA, Stp,,6
 LDH, GAPDH,,6
 Cps2E, GAPDH,,6
 Cps2F, GAPDH,,6
 Cps9E, GAPDH,,6
 manN, GAPDH,,6
 ArcD, GAPDH,,6
 SsPep, GAPDH,,6
 Fhb_1, GAPDH,,6
 agaR2, GAPDH,,6
 Cps2B, GAPDH,,6
 cps2G, GAPDH,,6
 Cps2J, GAPDH,,6
 cps2L, GAPDH,,6
 NeuB, GAPDH,,6
 MRP, GAPDH,,6
 SP1, GAPDH,,6
 ciaH, GAPDH,,6
 prsA, GAPDH,,6
 Ssa, GAPDH,,6
 abpb, GAPDH,,6
 sly, GAPDH,,6
 HtpsC, GAPDH,,6
 lhk, GAPDH,,6
 lhr, GAPDH,,6
 1910HR, GAPDH,,6
 1910HK, GAPDH,,6
 ssnA, GAPDH,,6
 RggTR, GAPDH,,6
 SntA, GAPDH,,6
 Sbp2, GAPDH,,6
 TraG, GAPDH,,6
 hylA, GAPDH,,6
 rfeA, GAPDH,,6
 Tran, GAPDH,,6
 Hhly3, GAPDH,,6
 yzpA, GAPDH,,6
 gh92, GAPDH,,6
 PnuC, GAPDH,,6
 cbp40omp40, GAPDH,,6
 HP1717, GAPDH,,6
 AtlAss, GAPDH,,6
 Fhbp, GAPDH,,6
 Fhb_2, GAPDH,,6
 ldeS, GAPDH,,6
 dltA, GAPDH,,6
 SspA, GAPDH,,6
 Zmp, GAPDH,,6
 atl_2, GAPDH,,6
 NisK, GAPDH,,6
 NisR, GAPDH,,6
 ABC_2, GAPDH,,6
 Sbp1, GAPDH,,6
 OppA, GAPDH,,6
 endoSS, GAPDH,,6
 PK, GAPDH,,6
 KAR, GAPDH,,6
 IMPDH_2, GAPDH,,6
 GlnA, GAPDH,,6
 HtpsA, GAPDH,,6
 LuxS, GAPDH,,6
 Ssads, GAPDH,,6
 RelQ, GAPDH,,6
 srtA, GAPDH,,6
 HP1083, GAPDH,,6
 ciaR, GAPDH,,6
 mnmE, GAPDH,,6
 HP1538, GAPDH,,6
 CovR, GAPDH,,6
 lytR, GAPDH,,6
 RelA, GAPDH,,6
 GidA, GAPDH,,6
 GdpP, GAPDH,,6
 Stp, GAPDH,,6
 GAPDH, GAPDH,,6
 adhE, GAPDH,,6
 Stk, GAPDH,,6
 ClpX, GAPDH,,6
 pepT, GAPDH,,6
 ClpP, GAPDH,,6
 SspB, GAPDH,,6
 DnaK, GAPDH,,6
 CodY, GAPDH,,6
 PepF, GAPDH,,6
 Eno, GAPDH,,6
 HAM1, GAPDH,,6
 Rex, GAPDH,,6
 HrcA, GAPDH,,6
 GrpE, GAPDH,,6
 DnaJ, GAPDH,,6
 GntR, GAPDH,,6
 FlpS, GAPDH,,6
 pgdA, GAPDH,,6
 VraSR, GAPDH,,6
 MsmK, GAPDH,,6
 OTC, GAPDH,,6
 argR, GAPDH,,6
 PGK, GAPDH,,6
 BgaC, GAPDH,,6
 DivIVA, GAPDH,,6
 FBPS, GAPDH,,6
 GroEL, GAPDH,,6
 EF-Tu, GAPDH,,6
 ABC_1, GAPDH,,6
 PDH, GAPDH,,6
 IMPDH_1, GAPDH,,6
 FBA, GAPDH,,6
 LDH, adhE,,6
 Cps2E, adhE,,6
 Cps2F, adhE,,6
 Cps9E, adhE,,6
 manN, adhE,,6
 ArcD, adhE,,6
 SsPep, adhE,,6
 Fhb_1, adhE,,6
 agaR2, adhE,,6
 Cps2B, adhE,,6
 cps2G, adhE,,6
 Cps2J, adhE,,6
 cps2L, adhE,,6
 NeuB, adhE,,6
 MRP, adhE,,6
 SP1, adhE,,6
 ciaH, adhE,,6
 prsA, adhE,,6
 Ssa, adhE,,6
 abpb, adhE,,6
 sly, adhE,,6
 HtpsC, adhE,,6
 lhk, adhE,,6
 lhr, adhE,,6
 1910HR, adhE,,6
 1910HK, adhE,,6
 ssnA, adhE,,6
 RggTR, adhE,,6
 SntA, adhE,,6
 Sbp2, adhE,,6
 TraG, adhE,,6
 hylA, adhE,,6
 rfeA, adhE,,6
 Tran, adhE,,6
 Hhly3, adhE,,6
 yzpA, adhE,,6
 gh92, adhE,,6
 PnuC, adhE,,6
 cbp40omp40, adhE,,6
 HP1717, adhE,,6
 AtlAss, adhE,,6
 Fhbp, adhE,,6
 Fhb_2, adhE,,6
 ldeS, adhE,,6
 dltA, adhE,,6
 SspA, adhE,,6
 Zmp, adhE,,6
 atl_2, adhE,,6
 NisK, adhE,,6
 NisR, adhE,,6
 ABC_2, adhE,,6
 Sbp1, adhE,,6
 OppA, adhE,,6
 endoSS, adhE,,6
 PK, adhE,,6
 KAR, adhE,,6
 IMPDH_2, adhE,,6
 GlnA, adhE,,6
 HtpsA, adhE,,6
 LuxS, adhE,,6
 Ssads, adhE,,6
 RelQ, adhE,,6
 srtA, adhE,,6
 HP1083, adhE,,6
 ciaR, adhE,,6
 mnmE, adhE,,6
 HP1538, adhE,,6
 CovR, adhE,,6
 lytR, adhE,,6
 RelA, adhE,,6
 GidA, adhE,,6
 GdpP, adhE,,6
 Stp, adhE,,6
 GAPDH, adhE,,6
 adhE, adhE,,6
 Stk, adhE,,6
 ClpX, adhE,,6
 pepT, adhE,,6
 ClpP, adhE,,6
 SspB, adhE,,6
 DnaK, adhE,,6
 CodY, adhE,,6
 PepF, adhE,,6
 Eno, adhE,,6
 HAM1, adhE,,6
 Rex, adhE,,6
 HrcA, adhE,,6
 GrpE, adhE,,6
 DnaJ, adhE,,6
 GntR, adhE,,6
 FlpS, adhE,,6
 pgdA, adhE,,6
 VraSR, adhE,,6
 MsmK, adhE,,6
 OTC, adhE,,6
 argR, adhE,,6
 PGK, adhE,,6
 BgaC, adhE,,6
 DivIVA, adhE,,6
 FBPS, adhE,,6
 GroEL, adhE,,6
 EF-Tu, adhE,,6
 ABC_1, adhE,,6
 PDH, adhE,,6
 IMPDH_1, adhE,,6
 FBA, adhE,,6
 LDH, Stk,,6
 Cps2E, Stk,,6
 Cps2F, Stk,,6
 Cps9E, Stk,,6
 manN, Stk,,6
 ArcD, Stk,,6
 SsPep, Stk,,6
 Fhb_1, Stk,,6
 agaR2, Stk,,6
 Cps2B, Stk,,6
 cps2G, Stk,,6
 Cps2J, Stk,,6
 cps2L, Stk,,6
 NeuB, Stk,,6
 MRP, Stk,,6
 SP1, Stk,,6
 ciaH, Stk,,6
 prsA, Stk,,6
 Ssa, Stk,,6
 abpb, Stk,,6
 sly, Stk,,6
 HtpsC, Stk,,6
 lhk, Stk,,6
 lhr, Stk,,6
 1910HR, Stk,,6
 1910HK, Stk,,6
 ssnA, Stk,,6
 RggTR, Stk,,6
 SntA, Stk,,6
 Sbp2, Stk,,6
 TraG, Stk,,6
 hylA, Stk,,6
 rfeA, Stk,,6
 Tran, Stk,,6
 Hhly3, Stk,,6
 yzpA, Stk,,6
 gh92, Stk,,6
 PnuC, Stk,,6
 cbp40omp40, Stk,,6
 HP1717, Stk,,6
 AtlAss, Stk,,6
 Fhbp, Stk,,6
 Fhb_2, Stk,,6
 ldeS, Stk,,6
 dltA, Stk,,6
 SspA, Stk,,6
 Zmp, Stk,,6
 atl_2, Stk,,6
 NisK, Stk,,6
 NisR, Stk,,6
 ABC_2, Stk,,6
 Sbp1, Stk,,6
 OppA, Stk,,6
 endoSS, Stk,,6
 PK, Stk,,6
 KAR, Stk,,6
 IMPDH_2, Stk,,6
 GlnA, Stk,,6
 HtpsA, Stk,,6
 LuxS, Stk,,6
 Ssads, Stk,,6
 RelQ, Stk,,6
 srtA, Stk,,6
 HP1083, Stk,,6
 ciaR, Stk,,6
 mnmE, Stk,,6
 HP1538, Stk,,6
 CovR, Stk,,6
 lytR, Stk,,6
 RelA, Stk,,6
 GidA, Stk,,6
 GdpP, Stk,,6
 Stp, Stk,,6
 GAPDH, Stk,,6
 adhE, Stk,,6
 Stk, Stk,,6
 ClpX, Stk,,6
 pepT, Stk,,6
 ClpP, Stk,,6
 SspB, Stk,,6
 DnaK, Stk,,6
 CodY, Stk,,6
 PepF, Stk,,6
 Eno, Stk,,6
 HAM1, Stk,,6
 Rex, Stk,,6
 HrcA, Stk,,6
 GrpE, Stk,,6
 DnaJ, Stk,,6
 GntR, Stk,,6
 FlpS, Stk,,6
 pgdA, Stk,,6
 VraSR, Stk,,6
 MsmK, Stk,,6
 OTC, Stk,,6
 argR, Stk,,6
 PGK, Stk,,6
 BgaC, Stk,,6
 DivIVA, Stk,,6
 FBPS, Stk,,6
 GroEL, Stk,,6
 EF-Tu, Stk,,6
 ABC_1, Stk,,6
 PDH, Stk,,6
 IMPDH_1, Stk,,6
 FBA, Stk,,6
 LDH, ClpX,,6
 Cps2E, ClpX,,6
 Cps2F, ClpX,,6
 Cps9E, ClpX,,6
 manN, ClpX,,6
 ArcD, ClpX,,6
 SsPep, ClpX,,6
 Fhb_1, ClpX,,6
 agaR2, ClpX,,6
 Cps2B, ClpX,,6
 cps2G, ClpX,,6
 Cps2J, ClpX,,6
 cps2L, ClpX,,6
 NeuB, ClpX,,6
 MRP, ClpX,,6
 SP1, ClpX,,6
 ciaH, ClpX,,6
 prsA, ClpX,,6
 Ssa, ClpX,,6
 abpb, ClpX,,6
 sly, ClpX,,6
 HtpsC, ClpX,,6
 lhk, ClpX,,6
 lhr, ClpX,,6
 1910HR, ClpX,,6
 1910HK, ClpX,,6
 ssnA, ClpX,,6
 RggTR, ClpX,,6
 SntA, ClpX,,6
 Sbp2, ClpX,,6
 TraG, ClpX,,6
 hylA, ClpX,,6
 rfeA, ClpX,,6
 Tran, ClpX,,6
 Hhly3, ClpX,,6
 yzpA, ClpX,,6
 gh92, ClpX,,6
 PnuC, ClpX,,6
 cbp40omp40, ClpX,,6
 HP1717, ClpX,,6
 AtlAss, ClpX,,6
 Fhbp, ClpX,,6
 Fhb_2, ClpX,,6
 ldeS, ClpX,,6
 dltA, ClpX,,6
 SspA, ClpX,,6
 Zmp, ClpX,,6
 atl_2, ClpX,,6
 NisK, ClpX,,6
 NisR, ClpX,,6
 ABC_2, ClpX,,6
 Sbp1, ClpX,,6
 OppA, ClpX,,6
 endoSS, ClpX,,6
 PK, ClpX,,6
 KAR, ClpX,,6
 IMPDH_2, ClpX,,6
 GlnA, ClpX,,6
 HtpsA, ClpX,,6
 LuxS, ClpX,,6
 Ssads, ClpX,,6
 RelQ, ClpX,,6
 srtA, ClpX,,6
 HP1083, ClpX,,6
 ciaR, ClpX,,6
 mnmE, ClpX,,6
 HP1538, ClpX,,6
 CovR, ClpX,,6
 lytR, ClpX,,6
 RelA, ClpX,,6
 GidA, ClpX,,6
 GdpP, ClpX,,6
 Stp, ClpX,,6
 GAPDH, ClpX,,6
 adhE, ClpX,,6
 Stk, ClpX,,6
 ClpX, ClpX,,6
 pepT, ClpX,,6
 ClpP, ClpX,,6
 SspB, ClpX,,6
 DnaK, ClpX,,6
 CodY, ClpX,,6
 PepF, ClpX,,6
 Eno, ClpX,,6
 HAM1, ClpX,,6
 Rex, ClpX,,6
 HrcA, ClpX,,6
 GrpE, ClpX,,6
 DnaJ, ClpX,,6
 GntR, ClpX,,6
 FlpS, ClpX,,6
 pgdA, ClpX,,6
 VraSR, ClpX,,6
 MsmK, ClpX,,6
 OTC, ClpX,,6
 argR, ClpX,,6
 PGK, ClpX,,6
 BgaC, ClpX,,6
 DivIVA, ClpX,,6
 FBPS, ClpX,,6
 GroEL, ClpX,,6
 EF-Tu, ClpX,,6
 ABC_1, ClpX,,6
 PDH, ClpX,,6
 IMPDH_1, ClpX,,6
 FBA, ClpX,,6
 LDH, pepT,,6
 Cps2E, pepT,,6
 Cps2F, pepT,,6
 Cps9E, pepT,,6
 manN, pepT,,6
 ArcD, pepT,,6
 SsPep, pepT,,6
 Fhb_1, pepT,,6
 agaR2, pepT,,6
 Cps2B, pepT,,6
 cps2G, pepT,,6
 Cps2J, pepT,,6
 cps2L, pepT,,6
 NeuB, pepT,,6
 MRP, pepT,,6
 SP1, pepT,,6
 ciaH, pepT,,6
 prsA, pepT,,6
 Ssa, pepT,,6
 abpb, pepT,,6
 sly, pepT,,6
 HtpsC, pepT,,6
 lhk, pepT,,6
 lhr, pepT,,6
 1910HR, pepT,,6
 1910HK, pepT,,6
 ssnA, pepT,,6
 RggTR, pepT,,6
 SntA, pepT,,6
 Sbp2, pepT,,6
 TraG, pepT,,6
 hylA, pepT,,6
 rfeA, pepT,,6
 Tran, pepT,,6
 Hhly3, pepT,,6
 yzpA, pepT,,6
 gh92, pepT,,6
 PnuC, pepT,,6
 cbp40omp40, pepT,,6
 HP1717, pepT,,6
 AtlAss, pepT,,6
 Fhbp, pepT,,6
 Fhb_2, pepT,,6
 ldeS, pepT,,6
 dltA, pepT,,6
 SspA, pepT,,6
 Zmp, pepT,,6
 atl_2, pepT,,6
 NisK, pepT,,6
 NisR, pepT,,6
 ABC_2, pepT,,6
 Sbp1, pepT,,6
 OppA, pepT,,6
 endoSS, pepT,,6
 PK, pepT,,6
 KAR, pepT,,6
 IMPDH_2, pepT,,6
 GlnA, pepT,,6
 HtpsA, pepT,,6
 LuxS, pepT,,6
 Ssads, pepT,,6
 RelQ, pepT,,6
 srtA, pepT,,6
 HP1083, pepT,,6
 ciaR, pepT,,6
 mnmE, pepT,,6
 HP1538, pepT,,6
 CovR, pepT,,6
 lytR, pepT,,6
 RelA, pepT,,6
 GidA, pepT,,6
 GdpP, pepT,,6
 Stp, pepT,,6
 GAPDH, pepT,,6
 adhE, pepT,,6
 Stk, pepT,,6
 ClpX, pepT,,6
 pepT, pepT,,6
 ClpP, pepT,,6
 SspB, pepT,,6
 DnaK, pepT,,6
 CodY, pepT,,6
 PepF, pepT,,6
 Eno, pepT,,6
 HAM1, pepT,,6
 Rex, pepT,,6
 HrcA, pepT,,6
 GrpE, pepT,,6
 DnaJ, pepT,,6
 GntR, pepT,,6
 FlpS, pepT,,6
 pgdA, pepT,,6
 VraSR, pepT,,6
 MsmK, pepT,,6
 OTC, pepT,,6
 argR, pepT,,6
 PGK, pepT,,6
 BgaC, pepT,,6
 DivIVA, pepT,,6
 FBPS, pepT,,6
 GroEL, pepT,,6
 EF-Tu, pepT,,6
 ABC_1, pepT,,6
 PDH, pepT,,6
 IMPDH_1, pepT,,6
 FBA, pepT,,6
 LDH, ClpP,,6
 Cps2E, ClpP,,6
 Cps2F, ClpP,,6
 Cps9E, ClpP,,6
 manN, ClpP,,6
 ArcD, ClpP,,6
 SsPep, ClpP,,6
 Fhb_1, ClpP,,6
 agaR2, ClpP,,6
 Cps2B, ClpP,,6
 cps2G, ClpP,,6
 Cps2J, ClpP,,6
 cps2L, ClpP,,6
 NeuB, ClpP,,6
 MRP, ClpP,,6
 SP1, ClpP,,6
 ciaH, ClpP,,6
 prsA, ClpP,,6
 Ssa, ClpP,,6
 abpb, ClpP,,6
 sly, ClpP,,6
 HtpsC, ClpP,,6
 lhk, ClpP,,6
 lhr, ClpP,,6
 1910HR, ClpP,,6
 1910HK, ClpP,,6
 ssnA, ClpP,,6
 RggTR, ClpP,,6
 SntA, ClpP,,6
 Sbp2, ClpP,,6
 TraG, ClpP,,6
 hylA, ClpP,,6
 rfeA, ClpP,,6
 Tran, ClpP,,6
 Hhly3, ClpP,,6
 yzpA, ClpP,,6
 gh92, ClpP,,6
 PnuC, ClpP,,6
 cbp40omp40, ClpP,,6
 HP1717, ClpP,,6
 AtlAss, ClpP,,6
 Fhbp, ClpP,,6
 Fhb_2, ClpP,,6
 ldeS, ClpP,,6
 dltA, ClpP,,6
 SspA, ClpP,,6
 Zmp, ClpP,,6
 atl_2, ClpP,,6
 NisK, ClpP,,6
 NisR, ClpP,,6
 ABC_2, ClpP,,6
 Sbp1, ClpP,,6
 OppA, ClpP,,6
 endoSS, ClpP,,6
 PK, ClpP,,6
 KAR, ClpP,,6
 IMPDH_2, ClpP,,6
 GlnA, ClpP,,6
 HtpsA, ClpP,,6
 LuxS, ClpP,,6
 Ssads, ClpP,,6
 RelQ, ClpP,,6
 srtA, ClpP,,6
 HP1083, ClpP,,6
 ciaR, ClpP,,6
 mnmE, ClpP,,6
 HP1538, ClpP,,6
 CovR, ClpP,,6
 lytR, ClpP,,6
 RelA, ClpP,,6
 GidA, ClpP,,6
 GdpP, ClpP,,6
 Stp, ClpP,,6
 GAPDH, ClpP,,6
 adhE, ClpP,,6
 Stk, ClpP,,6
 ClpX, ClpP,,6
 pepT, ClpP,,6
 ClpP, ClpP,,6
 SspB, ClpP,,6
 DnaK, ClpP,,6
 CodY, ClpP,,6
 PepF, ClpP,,6
 Eno, ClpP,,6
 HAM1, ClpP,,6
 Rex, ClpP,,6
 HrcA, ClpP,,6
 GrpE, ClpP,,6
 DnaJ, ClpP,,6
 GntR, ClpP,,6
 FlpS, ClpP,,6
 pgdA, ClpP,,6
 VraSR, ClpP,,6
 MsmK, ClpP,,6
 OTC, ClpP,,6
 argR, ClpP,,6
 PGK, ClpP,,6
 BgaC, ClpP,,6
 DivIVA, ClpP,,6
 FBPS, ClpP,,6
 GroEL, ClpP,,6
 EF-Tu, ClpP,,6
 ABC_1, ClpP,,6
 PDH, ClpP,,6
 IMPDH_1, ClpP,,6
 FBA, ClpP,,6
 LDH, SspB,,6
 Cps2E, SspB,,6
 Cps2F, SspB,,6
 Cps9E, SspB,,6
 manN, SspB,,6
 ArcD, SspB,,6
 SsPep, SspB,,6
 Fhb_1, SspB,,6
 agaR2, SspB,,6
 Cps2B, SspB,,6
 cps2G, SspB,,6
 Cps2J, SspB,,6
 cps2L, SspB,,6
 NeuB, SspB,,6
 MRP, SspB,,6
 SP1, SspB,,6
 ciaH, SspB,,6
 prsA, SspB,,6
 Ssa, SspB,,6
 abpb, SspB,,6
 sly, SspB,,6
 HtpsC, SspB,,6
 lhk, SspB,,6
 lhr, SspB,,6
 1910HR, SspB,,6
 1910HK, SspB,,6
 ssnA, SspB,,6
 RggTR, SspB,,6
 SntA, SspB,,6
 Sbp2, SspB,,6
 TraG, SspB,,6
 hylA, SspB,,6
 rfeA, SspB,,6
 Tran, SspB,,6
 Hhly3, SspB,,6
 yzpA, SspB,,6
 gh92, SspB,,6
 PnuC, SspB,,6
 cbp40omp40, SspB,,6
 HP1717, SspB,,6
 AtlAss, SspB,,6
 Fhbp, SspB,,6
 Fhb_2, SspB,,6
 ldeS, SspB,,6
 dltA, SspB,,6
 SspA, SspB,,6
 Zmp, SspB,,6
 atl_2, SspB,,6
 NisK, SspB,,6
 NisR, SspB,,6
 ABC_2, SspB,,6
 Sbp1, SspB,,6
 OppA, SspB,,6
 endoSS, SspB,,6
 PK, SspB,,6
 KAR, SspB,,6
 IMPDH_2, SspB,,6
 GlnA, SspB,,6
 HtpsA, SspB,,6
 LuxS, SspB,,6
 Ssads, SspB,,6
 RelQ, SspB,,6
 srtA, SspB,,6
 HP1083, SspB,,6
 ciaR, SspB,,6
 mnmE, SspB,,6
 HP1538, SspB,,6
 CovR, SspB,,6
 lytR, SspB,,6
 RelA, SspB,,6
 GidA, SspB,,6
 GdpP, SspB,,6
 Stp, SspB,,6
 GAPDH, SspB,,6
 adhE, SspB,,6
 Stk, SspB,,6
 ClpX, SspB,,6
 pepT, SspB,,6
 ClpP, SspB,,6
 SspB, SspB,,6
 DnaK, SspB,,6
 CodY, SspB,,6
 PepF, SspB,,6
 Eno, SspB,,6
 HAM1, SspB,,6
 Rex, SspB,,6
 HrcA, SspB,,6
 GrpE, SspB,,6
 DnaJ, SspB,,6
 GntR, SspB,,6
 FlpS, SspB,,6
 pgdA, SspB,,6
 VraSR, SspB,,6
 MsmK, SspB,,6
 OTC, SspB,,6
 argR, SspB,,6
 PGK, SspB,,6
 BgaC, SspB,,6
 DivIVA, SspB,,6
 FBPS, SspB,,6
 GroEL, SspB,,6
 EF-Tu, SspB,,6
 ABC_1, SspB,,6
 PDH, SspB,,6
 IMPDH_1, SspB,,6
 FBA, SspB,,6
 LDH, DnaK,,6
 Cps2E, DnaK,,6
 Cps2F, DnaK,,6
 Cps9E, DnaK,,6
 manN, DnaK,,6
 ArcD, DnaK,,6
 SsPep, DnaK,,6
 Fhb_1, DnaK,,6
 agaR2, DnaK,,6
 Cps2B, DnaK,,6
 cps2G, DnaK,,6
 Cps2J, DnaK,,6
 cps2L, DnaK,,6
 NeuB, DnaK,,6
 MRP, DnaK,,6
 SP1, DnaK,,6
 ciaH, DnaK,,6
 prsA, DnaK,,6
 Ssa, DnaK,,6
 abpb, DnaK,,6
 sly, DnaK,,6
 HtpsC, DnaK,,6
 lhk, DnaK,,6
 lhr, DnaK,,6
 1910HR, DnaK,,6
 1910HK, DnaK,,6
 ssnA, DnaK,,6
 RggTR, DnaK,,6
 SntA, DnaK,,6
 Sbp2, DnaK,,6
 TraG, DnaK,,6
 hylA, DnaK,,6
 rfeA, DnaK,,6
 Tran, DnaK,,6
 Hhly3, DnaK,,6
 yzpA, DnaK,,6
 gh92, DnaK,,6
 PnuC, DnaK,,6
 cbp40omp40, DnaK,,6
 HP1717, DnaK,,6
 AtlAss, DnaK,,6
 Fhbp, DnaK,,6
 Fhb_2, DnaK,,6
 ldeS, DnaK,,6
 dltA, DnaK,,6
 SspA, DnaK,,6
 Zmp, DnaK,,6
 atl_2, DnaK,,6
 NisK, DnaK,,6
 NisR, DnaK,,6
 ABC_2, DnaK,,6
 Sbp1, DnaK,,6
 OppA, DnaK,,6
 endoSS, DnaK,,6
 PK, DnaK,,6
 KAR, DnaK,,6
 IMPDH_2, DnaK,,6
 GlnA, DnaK,,6
 HtpsA, DnaK,,6
 LuxS, DnaK,,6
 Ssads, DnaK,,6
 RelQ, DnaK,,6
 srtA, DnaK,,6
 HP1083, DnaK,,6
 ciaR, DnaK,,6
 mnmE, DnaK,,6
 HP1538, DnaK,,6
 CovR, DnaK,,6
 lytR, DnaK,,6
 RelA, DnaK,,6
 GidA, DnaK,,6
 GdpP, DnaK,,6
 Stp, DnaK,,6
 GAPDH, DnaK,,6
 adhE, DnaK,,6
 Stk, DnaK,,6
 ClpX, DnaK,,6
 pepT, DnaK,,6
 ClpP, DnaK,,6
 SspB, DnaK,,6
 DnaK, DnaK,,6
 CodY, DnaK,,6
 PepF, DnaK,,6
 Eno, DnaK,,6
 HAM1, DnaK,,6
 Rex, DnaK,,6
 HrcA, DnaK,,6
 GrpE, DnaK,,6
 DnaJ, DnaK,,6
 GntR, DnaK,,6
 FlpS, DnaK,,6
 pgdA, DnaK,,6
 VraSR, DnaK,,6
