antecedent,consequent,support,confidence,Cluster
 SP1, PGK,1.0,1.0,4
 PGK, atl_2,0.88,0.88,4
 atl_2, PGK,0.88,1.0,4
 PGK, PK,1.0,1.0,4
 PK, PGK,1.0,1.0,4
 PGK, DnaK,1.0,1.0,4
 DnaK, PGK,1.0,1.0,4
 PGK, HP1083,1.0,1.0,4
 HP1083, PGK,1.0,1.0,4
 PGK, argR,1.0,1.0,4
 argR, PGK,1.0,1.0,4
 PGK, MRP,1.0,1.0,4
 MRP, PGK,1.0,1.0,4
 PGK, pepT,1.0,1.0,4
 pepT, PGK,1.0,1.0,4
 PGK, GdpP,1.0,1.0,4
 GdpP, PGK,1.0,1.0,4
 PGK, MsmK,1.0,1.0,4
 MsmK, PGK,1.0,1.0,4
 PGK, ciaR,1.0,1.0,4
 ciaR, PGK,1.0,1.0,4
 PGK, OppA,1.0,1.0,4
 OppA, PGK,1.0,1.0,4
 SP1, atl_2,0.88,0.88,4
 atl_2, SP1,0.88,1.0,4
 SP1, PK,1.0,1.0,4
 PK, SP1,1.0,1.0,4
 SP1, DnaK,1.0,1.0,4
 DnaK, SP1,1.0,1.0,4
 SP1, HP1083,1.0,1.0,4
 HP1083, SP1,1.0,1.0,4
 SP1, argR,1.0,1.0,4
 argR, SP1,1.0,1.0,4
 SP1, MRP,1.0,1.0,4
 MRP, SP1,1.0,1.0,4
 SP1, pepT,1.0,1.0,4
 pepT, SP1,1.0,1.0,4
 SP1, GdpP,1.0,1.0,4
 GdpP, SP1,1.0,1.0,4
 SP1, MsmK,1.0,1.0,4
 MsmK, SP1,1.0,1.0,4
 SP1, ciaR,1.0,1.0,4
 ciaR, SP1,1.0,1.0,4
 SP1, OppA,1.0,1.0,4
 OppA, SP1,1.0,1.0,4
 atl_2, PK,0.88,1.0,4
 PK, atl_2,0.88,0.88,4
 atl_2, DnaK,0.88,1.0,4
 DnaK, atl_2,0.88,0.88,4
 atl_2, HP1083,0.88,1.0,4
 HP1083, atl_2,0.88,0.88,4
 atl_2, argR,0.88,1.0,4
 argR, atl_2,0.88,0.88,4
 atl_2, MRP,0.88,1.0,4
 MRP, atl_2,0.88,0.88,4
 atl_2, pepT,0.88,1.0,4
 pepT, atl_2,0.88,0.88,4
 atl_2, GdpP,0.88,1.0,4
 GdpP, atl_2,0.88,0.88,4
 atl_2, MsmK,0.88,1.0,4
 MsmK, atl_2,0.88,0.88,4
 atl_2, ciaR,0.88,1.0,4
 ciaR, atl_2,0.88,0.88,4
 atl_2, OppA,0.88,1.0,4
 OppA, atl_2,0.88,0.88,4
 PK, DnaK,1.0,1.0,4
 DnaK, PK,1.0,1.0,4
 PK, HP1083,1.0,1.0,4
 HP1083, PK,1.0,1.0,4
 PK, argR,1.0,1.0,4
 argR, PK,1.0,1.0,4
 PK, MRP,1.0,1.0,4
 MRP, PK,1.0,1.0,4
 PK, pepT,1.0,1.0,4
 pepT, PK,1.0,1.0,4
 PK, GdpP,1.0,1.0,4
 GdpP, PK,1.0,1.0,4
 PK, MsmK,1.0,1.0,4
 MsmK, PK,1.0,1.0,4
 PK, ciaR,1.0,1.0,4
 ciaR, PK,1.0,1.0,4
 PK, OppA,1.0,1.0,4
 OppA, PK,1.0,1.0,4
 DnaK, HP1083,1.0,1.0,4
 HP1083, DnaK,1.0,1.0,4
 DnaK, argR,1.0,1.0,4
 argR, DnaK,1.0,1.0,4
 DnaK, MRP,1.0,1.0,4
 MRP, DnaK,1.0,1.0,4
 DnaK, pepT,1.0,1.0,4
 pepT, DnaK,1.0,1.0,4
 DnaK, GdpP,1.0,1.0,4
 GdpP, DnaK,1.0,1.0,4
 DnaK, MsmK,1.0,1.0,4
 MsmK, DnaK,1.0,1.0,4
 DnaK, ciaR,1.0,1.0,4
 ciaR, DnaK,1.0,1.0,4
 DnaK, OppA,1.0,1.0,4
 OppA, DnaK,1.0,1.0,4
 HP1083, argR,1.0,1.0,4
 argR, HP1083,1.0,1.0,4
 HP1083, MRP,1.0,1.0,4
 MRP, HP1083,1.0,1.0,4
 HP1083, pepT,1.0,1.0,4
 pepT, HP1083,1.0,1.0,4
 HP1083, GdpP,1.0,1.0,4
 GdpP, HP1083,1.0,1.0,4
 HP1083, MsmK,1.0,1.0,4
 MsmK, HP1083,1.0,1.0,4
 HP1083, ciaR,1.0,1.0,4
 ciaR, HP1083,1.0,1.0,4
 HP1083, OppA,1.0,1.0,4
 OppA, HP1083,1.0,1.0,4
 argR, MRP,1.0,1.0,4
 MRP, argR,1.0,1.0,4
 argR, pepT,1.0,1.0,4
 pepT, argR,1.0,1.0,4
 argR, GdpP,1.0,1.0,4
 GdpP, argR,1.0,1.0,4
 argR, MsmK,1.0,1.0,4
 MsmK, argR,1.0,1.0,4
 argR, ciaR,1.0,1.0,4
 ciaR, argR,1.0,1.0,4
 argR, OppA,1.0,1.0,4
 OppA, argR,1.0,1.0,4
 MRP, pepT,1.0,1.0,4
 pepT, MRP,1.0,1.0,4
 MRP, GdpP,1.0,1.0,4
 GdpP, MRP,1.0,1.0,4
 MRP, MsmK,1.0,1.0,4
 MsmK, MRP,1.0,1.0,4
 MRP, ciaR,1.0,1.0,4
 ciaR, MRP,1.0,1.0,4
 MRP, OppA,1.0,1.0,4
 OppA, MRP,1.0,1.0,4
 pepT, GdpP,1.0,1.0,4
 GdpP, pepT,1.0,1.0,4
 pepT, MsmK,1.0,1.0,4
 MsmK, pepT,1.0,1.0,4
 pepT, ciaR,1.0,1.0,4
 ciaR, pepT,1.0,1.0,4
 pepT, OppA,1.0,1.0,4
 OppA, pepT,1.0,1.0,4
 GdpP, MsmK,1.0,1.0,4
 MsmK, GdpP,1.0,1.0,4
 GdpP, ciaR,1.0,1.0,4
 ciaR, GdpP,1.0,1.0,4
 GdpP, OppA,1.0,1.0,4
 OppA, GdpP,1.0,1.0,4
 MsmK, ciaR,1.0,1.0,4
 ciaR, MsmK,1.0,1.0,4
 MsmK, OppA,1.0,1.0,4
 OppA, MsmK,1.0,1.0,4
 ciaR, OppA,1.0,1.0,4
 OppA, ciaR,1.0,1.0,4
 ABC_2, GrpE,1.0,1.0,5
 GrpE, ABC_2,1.0,1.0,5
 ABC_2, DnaJ,1.0,1.0,5
 DnaJ, ABC_2,1.0,1.0,5
 ABC_2, lytR,1.0,1.0,5
 lytR, ABC_2,1.0,1.0,5
 ABC_2, prsA,1.0,1.0,5
 prsA, ABC_2,1.0,1.0,5
 ABC_2, FBPS,1.0,1.0,5
 FBPS, ABC_2,1.0,1.0,5
 ABC_2, CodY,1.0,1.0,5
 CodY, ABC_2,1.0,1.0,5
 ABC_2, HtpsC,0.75,0.75,5
 HtpsC, ABC_2,0.75,1.0,5
 ABC_2, DivIVA,1.0,1.0,5
 DivIVA, ABC_2,1.0,1.0,5
 ABC_2, GroEL,1.0,1.0,5
 GroEL, ABC_2,1.0,1.0,5
 ABC_2, GAPDH,1.0,1.0,5
 GAPDH, ABC_2,1.0,1.0,5
 ABC_2, srtA,1.0,1.0,5
 srtA, ABC_2,1.0,1.0,5
 ABC_2, HAM1,1.0,1.0,5
 HAM1, ABC_2,1.0,1.0,5
 ABC_2, HP1538,1.0,1.0,5
 HP1538, ABC_2,1.0,1.0,5
 ABC_2, EF-Tu,1.0,1.0,5
 EF-Tu, ABC_2,1.0,1.0,5
 ABC_2, ldeS,0.75,0.75,5
 ldeS, ABC_2,0.75,1.0,5
 ABC_2, manN,1.0,1.0,5
 manN, ABC_2,1.0,1.0,5
 ABC_2, lhk,1.0,1.0,5
 lhk, ABC_2,1.0,1.0,5
 ABC_2, HrcA,1.0,1.0,5
 HrcA, ABC_2,1.0,1.0,5
 ABC_2, LuxS,1.0,1.0,5
 LuxS, ABC_2,1.0,1.0,5
 ABC_2, TraG,1.0,1.0,5
 TraG, ABC_2,1.0,1.0,5
 ABC_2, gh92,1.0,1.0,5
 gh92, ABC_2,1.0,1.0,5
 ABC_2, 1910HR,1.0,1.0,5
 1910HR, ABC_2,1.0,1.0,5
 ABC_2, Stp,1.0,1.0,5
 Stp, ABC_2,1.0,1.0,5
 ABC_2, endoSS,1.0,1.0,5
 endoSS, ABC_2,1.0,1.0,5
 ABC_2, 1910HK,1.0,1.0,5
 1910HK, ABC_2,1.0,1.0,5
 ABC_2, SspB,1.0,1.0,5
 SspB, ABC_2,1.0,1.0,5
 ABC_2, dltA,0.75,0.75,5
 dltA, ABC_2,0.75,1.0,5
 ABC_2, RelA,1.0,1.0,5
 RelA, ABC_2,1.0,1.0,5
 ABC_2, CovR,1.0,1.0,5
 CovR, ABC_2,1.0,1.0,5
 ABC_2, lhr,1.0,1.0,5
 lhr, ABC_2,1.0,1.0,5
 sly, ABC_2,0.5,1.0,5
 ABC_2, abpb,0.75,0.75,5
 abpb, ABC_2,0.75,1.0,5
 ABC_2, HtpsA,1.0,1.0,5
 HtpsA, ABC_2,1.0,1.0,5
 ABC_2, PepF,1.0,1.0,5
 PepF, ABC_2,1.0,1.0,5
 ABC_2, OTC,1.0,1.0,5
 OTC, ABC_2,1.0,1.0,5
 ABC_2, ciaH,1.0,1.0,5
 ciaH, ABC_2,1.0,1.0,5
 ABC_2, SspA,1.0,1.0,5
 SspA, ABC_2,1.0,1.0,5
 ABC_2, SsPep,1.0,1.0,5
 SsPep, ABC_2,1.0,1.0,5
 ABC_2, ClpX,1.0,1.0,5
 ClpX, ABC_2,1.0,1.0,5
 ABC_2, GidA,1.0,1.0,5
 GidA, ABC_2,1.0,1.0,5
 ABC_2, adhE,1.0,1.0,5
 adhE, ABC_2,1.0,1.0,5
 ABC_2, GntR,1.0,1.0,5
 GntR, ABC_2,1.0,1.0,5
 ABC_2, Cps2B,1.0,1.0,5
 Cps2B, ABC_2,1.0,1.0,5
 ABC_2, RelQ,1.0,1.0,5
 RelQ, ABC_2,1.0,1.0,5
 ABC_2, BgaC,1.0,1.0,5
 BgaC, ABC_2,1.0,1.0,5
 ABC_2, yzpA,0.75,0.75,5
 yzpA, ABC_2,0.75,1.0,5
 ABC_2, agaR2,1.0,1.0,5
 agaR2, ABC_2,1.0,1.0,5
 ABC_2, HP1717,1.0,1.0,5
 HP1717, ABC_2,1.0,1.0,5
 ABC_2, PDH,1.0,1.0,5
 PDH, ABC_2,1.0,1.0,5
 Sbp1, ABC_2,0.5,1.0,5
 ABC_2, Rex,1.0,1.0,5
 Rex, ABC_2,1.0,1.0,5
 ABC_2, SntA,1.0,1.0,5
 SntA, ABC_2,1.0,1.0,5
 ABC_2, ABC_1,1.0,1.0,5
 ABC_1, ABC_2,1.0,1.0,5
 ABC_2, GlnA,1.0,1.0,5
 GlnA, ABC_2,1.0,1.0,5
 ABC_2, LDH,1.0,1.0,5
 LDH, ABC_2,1.0,1.0,5
 ABC_2, ClpP,1.0,1.0,5
 ClpP, ABC_2,1.0,1.0,5
 ABC_2, ssnA,1.0,1.0,5
 ssnA, ABC_2,1.0,1.0,5
 ABC_2, VraSR,1.0,1.0,5
 VraSR, ABC_2,1.0,1.0,5
 ABC_2, FlpS,1.0,1.0,5
 FlpS, ABC_2,1.0,1.0,5
 ABC_2, Ssa,1.0,1.0,5
 Ssa, ABC_2,1.0,1.0,5
 ABC_2, ArcD,1.0,1.0,5
 ArcD, ABC_2,1.0,1.0,5
 ABC_2, Eno,1.0,1.0,5
 Eno, ABC_2,1.0,1.0,5
 ABC_2, IMPDH_1,1.0,1.0,5
 IMPDH_1, ABC_2,1.0,1.0,5
 ABC_2, Cps9E,0.75,0.75,5
 Cps9E, ABC_2,0.75,1.0,5
 ABC_2, Zmp,1.0,1.0,5
 Zmp, ABC_2,1.0,1.0,5
 ABC_2, mnmE,1.0,1.0,5
 mnmE, ABC_2,1.0,1.0,5
 ABC_2, IMPDH_2,1.0,1.0,5
 IMPDH_2, ABC_2,1.0,1.0,5
 ABC_2, FBA,1.0,1.0,5
 FBA, ABC_2,1.0,1.0,5
 ABC_2, pgdA,1.0,1.0,5
 pgdA, ABC_2,1.0,1.0,5
 ABC_2, Stk,1.0,1.0,5
 Stk, ABC_2,1.0,1.0,5
 ABC_2, KAR,1.0,1.0,5
 KAR, ABC_2,1.0,1.0,5
 ABC_2, PGK,1.0,1.0,5
 PGK, ABC_2,1.0,1.0,5
 ABC_2, SP1,0.75,0.75,5
 SP1, ABC_2,0.75,1.0,5
 atl_2, ABC_2,0.5,1.0,5
 ABC_2, PK,1.0,1.0,5
 PK, ABC_2,1.0,1.0,5
 ABC_2, DnaK,1.0,1.0,5
 DnaK, ABC_2,1.0,1.0,5
 ABC_2, HP1083,1.0,1.0,5
 HP1083, ABC_2,1.0,1.0,5
 ABC_2, argR,1.0,1.0,5
 argR, ABC_2,1.0,1.0,5
 ABC_2, pepT,1.0,1.0,5
 pepT, ABC_2,1.0,1.0,5
 ABC_2, GdpP,1.0,1.0,5
 GdpP, ABC_2,1.0,1.0,5
 ABC_2, MsmK,1.0,1.0,5
 MsmK, ABC_2,1.0,1.0,5
 ABC_2, ciaR,1.0,1.0,5
 ciaR, ABC_2,1.0,1.0,5
 ABC_2, OppA,1.0,1.0,5
 OppA, ABC_2,1.0,1.0,5
 GrpE, DnaJ,1.0,1.0,5
 DnaJ, GrpE,1.0,1.0,5
 GrpE, lytR,1.0,1.0,5
 lytR, GrpE,1.0,1.0,5
 GrpE, prsA,1.0,1.0,5
 prsA, GrpE,1.0,1.0,5
 GrpE, FBPS,1.0,1.0,5
 FBPS, GrpE,1.0,1.0,5
 GrpE, CodY,1.0,1.0,5
 CodY, GrpE,1.0,1.0,5
 GrpE, HtpsC,0.75,0.75,5
 HtpsC, GrpE,0.75,1.0,5
 GrpE, DivIVA,1.0,1.0,5
 DivIVA, GrpE,1.0,1.0,5
 GrpE, GroEL,1.0,1.0,5
 GroEL, GrpE,1.0,1.0,5
 GrpE, GAPDH,1.0,1.0,5
 GAPDH, GrpE,1.0,1.0,5
 GrpE, srtA,1.0,1.0,5
 srtA, GrpE,1.0,1.0,5
 GrpE, HAM1,1.0,1.0,5
 HAM1, GrpE,1.0,1.0,5
 GrpE, HP1538,1.0,1.0,5
 HP1538, GrpE,1.0,1.0,5
 GrpE, EF-Tu,1.0,1.0,5
 EF-Tu, GrpE,1.0,1.0,5
 GrpE, ldeS,0.75,0.75,5
 ldeS, GrpE,0.75,1.0,5
 GrpE, manN,1.0,1.0,5
 manN, GrpE,1.0,1.0,5
 GrpE, lhk,1.0,1.0,5
 lhk, GrpE,1.0,1.0,5
 GrpE, HrcA,1.0,1.0,5
 HrcA, GrpE,1.0,1.0,5
 GrpE, LuxS,1.0,1.0,5
 LuxS, GrpE,1.0,1.0,5
 GrpE, TraG,1.0,1.0,5
 TraG, GrpE,1.0,1.0,5
 GrpE, gh92,1.0,1.0,5
 gh92, GrpE,1.0,1.0,5
 GrpE, 1910HR,1.0,1.0,5
 1910HR, GrpE,1.0,1.0,5
 GrpE, Stp,1.0,1.0,5
 Stp, GrpE,1.0,1.0,5
 GrpE, endoSS,1.0,1.0,5
 endoSS, GrpE,1.0,1.0,5
 GrpE, 1910HK,1.0,1.0,5
 1910HK, GrpE,1.0,1.0,5
 GrpE, SspB,1.0,1.0,5
 SspB, GrpE,1.0,1.0,5
 GrpE, dltA,0.75,0.75,5
 dltA, GrpE,0.75,1.0,5
 GrpE, RelA,1.0,1.0,5
 RelA, GrpE,1.0,1.0,5
 GrpE, CovR,1.0,1.0,5
 CovR, GrpE,1.0,1.0,5
 GrpE, lhr,1.0,1.0,5
 lhr, GrpE,1.0,1.0,5
 sly, GrpE,0.5,1.0,5
 GrpE, abpb,0.75,0.75,5
 abpb, GrpE,0.75,1.0,5
 GrpE, HtpsA,1.0,1.0,5
 HtpsA, GrpE,1.0,1.0,5
 GrpE, PepF,1.0,1.0,5
 PepF, GrpE,1.0,1.0,5
 GrpE, OTC,1.0,1.0,5
 OTC, GrpE,1.0,1.0,5
 GrpE, ciaH,1.0,1.0,5
 ciaH, GrpE,1.0,1.0,5
 GrpE, SspA,1.0,1.0,5
 SspA, GrpE,1.0,1.0,5
 GrpE, SsPep,1.0,1.0,5
 SsPep, GrpE,1.0,1.0,5
 GrpE, ClpX,1.0,1.0,5
 ClpX, GrpE,1.0,1.0,5
 GrpE, GidA,1.0,1.0,5
 GidA, GrpE,1.0,1.0,5
 GrpE, adhE,1.0,1.0,5
 adhE, GrpE,1.0,1.0,5
 GrpE, GntR,1.0,1.0,5
 GntR, GrpE,1.0,1.0,5
 GrpE, Cps2B,1.0,1.0,5
 Cps2B, GrpE,1.0,1.0,5
 GrpE, RelQ,1.0,1.0,5
 RelQ, GrpE,1.0,1.0,5
 GrpE, BgaC,1.0,1.0,5
 BgaC, GrpE,1.0,1.0,5
 GrpE, yzpA,0.75,0.75,5
 yzpA, GrpE,0.75,1.0,5
 GrpE, agaR2,1.0,1.0,5
 agaR2, GrpE,1.0,1.0,5
 GrpE, HP1717,1.0,1.0,5
 HP1717, GrpE,1.0,1.0,5
 GrpE, PDH,1.0,1.0,5
 PDH, GrpE,1.0,1.0,5
 Sbp1, GrpE,0.5,1.0,5
 GrpE, Rex,1.0,1.0,5
 Rex, GrpE,1.0,1.0,5
 GrpE, SntA,1.0,1.0,5
 SntA, GrpE,1.0,1.0,5
 GrpE, ABC_1,1.0,1.0,5
 ABC_1, GrpE,1.0,1.0,5
 GrpE, GlnA,1.0,1.0,5
 GlnA, GrpE,1.0,1.0,5
 GrpE, LDH,1.0,1.0,5
 LDH, GrpE,1.0,1.0,5
 GrpE, ClpP,1.0,1.0,5
 ClpP, GrpE,1.0,1.0,5
 GrpE, ssnA,1.0,1.0,5
 ssnA, GrpE,1.0,1.0,5
 GrpE, VraSR,1.0,1.0,5
 VraSR, GrpE,1.0,1.0,5
 GrpE, FlpS,1.0,1.0,5
 FlpS, GrpE,1.0,1.0,5
 GrpE, Ssa,1.0,1.0,5
 Ssa, GrpE,1.0,1.0,5
 GrpE, ArcD,1.0,1.0,5
 ArcD, GrpE,1.0,1.0,5
 GrpE, Eno,1.0,1.0,5
 Eno, GrpE,1.0,1.0,5
 GrpE, IMPDH_1,1.0,1.0,5
 IMPDH_1, GrpE,1.0,1.0,5
 GrpE, Cps9E,0.75,0.75,5
 Cps9E, GrpE,0.75,1.0,5
 GrpE, Zmp,1.0,1.0,5
 Zmp, GrpE,1.0,1.0,5
 GrpE, mnmE,1.0,1.0,5
 mnmE, GrpE,1.0,1.0,5
 GrpE, IMPDH_2,1.0,1.0,5
 IMPDH_2, GrpE,1.0,1.0,5
 GrpE, FBA,1.0,1.0,5
 FBA, GrpE,1.0,1.0,5
 GrpE, pgdA,1.0,1.0,5
 pgdA, GrpE,1.0,1.0,5
 GrpE, Stk,1.0,1.0,5
 Stk, GrpE,1.0,1.0,5
 GrpE, KAR,1.0,1.0,5
 KAR, GrpE,1.0,1.0,5
 GrpE, PGK,1.0,1.0,5
 PGK, GrpE,1.0,1.0,5
 GrpE, SP1,0.75,0.75,5
 SP1, GrpE,0.75,1.0,5
 atl_2, GrpE,0.5,1.0,5
 GrpE, PK,1.0,1.0,5
 PK, GrpE,1.0,1.0,5
 GrpE, DnaK,1.0,1.0,5
 DnaK, GrpE,1.0,1.0,5
 GrpE, HP1083,1.0,1.0,5
 HP1083, GrpE,1.0,1.0,5
 GrpE, argR,1.0,1.0,5
 argR, GrpE,1.0,1.0,5
 GrpE, pepT,1.0,1.0,5
 pepT, GrpE,1.0,1.0,5
 GrpE, GdpP,1.0,1.0,5
 GdpP, GrpE,1.0,1.0,5
 GrpE, MsmK,1.0,1.0,5
 MsmK, GrpE,1.0,1.0,5
 GrpE, ciaR,1.0,1.0,5
 ciaR, GrpE,1.0,1.0,5
 GrpE, OppA,1.0,1.0,5
 OppA, GrpE,1.0,1.0,5
 DnaJ, lytR,1.0,1.0,5
 lytR, DnaJ,1.0,1.0,5
 DnaJ, prsA,1.0,1.0,5
 prsA, DnaJ,1.0,1.0,5
 DnaJ, FBPS,1.0,1.0,5
 FBPS, DnaJ,1.0,1.0,5
 DnaJ, CodY,1.0,1.0,5
 CodY, DnaJ,1.0,1.0,5
 DnaJ, HtpsC,0.75,0.75,5
 HtpsC, DnaJ,0.75,1.0,5
 DnaJ, DivIVA,1.0,1.0,5
 DivIVA, DnaJ,1.0,1.0,5
 DnaJ, GroEL,1.0,1.0,5
 GroEL, DnaJ,1.0,1.0,5
 DnaJ, GAPDH,1.0,1.0,5
 GAPDH, DnaJ,1.0,1.0,5
 DnaJ, srtA,1.0,1.0,5
 srtA, DnaJ,1.0,1.0,5
 DnaJ, HAM1,1.0,1.0,5
 HAM1, DnaJ,1.0,1.0,5
 DnaJ, HP1538,1.0,1.0,5
 HP1538, DnaJ,1.0,1.0,5
 DnaJ, EF-Tu,1.0,1.0,5
 EF-Tu, DnaJ,1.0,1.0,5
 DnaJ, ldeS,0.75,0.75,5
 ldeS, DnaJ,0.75,1.0,5
 DnaJ, manN,1.0,1.0,5
 manN, DnaJ,1.0,1.0,5
 DnaJ, lhk,1.0,1.0,5
 lhk, DnaJ,1.0,1.0,5
 DnaJ, HrcA,1.0,1.0,5
 HrcA, DnaJ,1.0,1.0,5
 DnaJ, LuxS,1.0,1.0,5
 LuxS, DnaJ,1.0,1.0,5
 DnaJ, TraG,1.0,1.0,5
 TraG, DnaJ,1.0,1.0,5
 DnaJ, gh92,1.0,1.0,5
 gh92, DnaJ,1.0,1.0,5
 DnaJ, 1910HR,1.0,1.0,5
 1910HR, DnaJ,1.0,1.0,5
 DnaJ, Stp,1.0,1.0,5
 Stp, DnaJ,1.0,1.0,5
 DnaJ, endoSS,1.0,1.0,5
 endoSS, DnaJ,1.0,1.0,5
 DnaJ, 1910HK,1.0,1.0,5
 1910HK, DnaJ,1.0,1.0,5
 DnaJ, SspB,1.0,1.0,5
 SspB, DnaJ,1.0,1.0,5
 DnaJ, dltA,0.75,0.75,5
 dltA, DnaJ,0.75,1.0,5
 DnaJ, RelA,1.0,1.0,5
 RelA, DnaJ,1.0,1.0,5
 DnaJ, CovR,1.0,1.0,5
 CovR, DnaJ,1.0,1.0,5
 DnaJ, lhr,1.0,1.0,5
 lhr, DnaJ,1.0,1.0,5
 sly, DnaJ,0.5,1.0,5
 DnaJ, abpb,0.75,0.75,5
 abpb, DnaJ,0.75,1.0,5
 DnaJ, HtpsA,1.0,1.0,5
 HtpsA, DnaJ,1.0,1.0,5
 DnaJ, PepF,1.0,1.0,5
 PepF, DnaJ,1.0,1.0,5
 DnaJ, OTC,1.0,1.0,5
 OTC, DnaJ,1.0,1.0,5
 DnaJ, ciaH,1.0,1.0,5
 ciaH, DnaJ,1.0,1.0,5
 DnaJ, SspA,1.0,1.0,5
 SspA, DnaJ,1.0,1.0,5
 DnaJ, SsPep,1.0,1.0,5
 SsPep, DnaJ,1.0,1.0,5
 DnaJ, ClpX,1.0,1.0,5
 ClpX, DnaJ,1.0,1.0,5
 DnaJ, GidA,1.0,1.0,5
 GidA, DnaJ,1.0,1.0,5
 DnaJ, adhE,1.0,1.0,5
 adhE, DnaJ,1.0,1.0,5
 DnaJ, GntR,1.0,1.0,5
 GntR, DnaJ,1.0,1.0,5
 DnaJ, Cps2B,1.0,1.0,5
 Cps2B, DnaJ,1.0,1.0,5
 DnaJ, RelQ,1.0,1.0,5
 RelQ, DnaJ,1.0,1.0,5
 DnaJ, BgaC,1.0,1.0,5
 BgaC, DnaJ,1.0,1.0,5
 DnaJ, yzpA,0.75,0.75,5
 yzpA, DnaJ,0.75,1.0,5
 DnaJ, agaR2,1.0,1.0,5
 agaR2, DnaJ,1.0,1.0,5
 DnaJ, HP1717,1.0,1.0,5
 HP1717, DnaJ,1.0,1.0,5
 DnaJ, PDH,1.0,1.0,5
 PDH, DnaJ,1.0,1.0,5
 Sbp1, DnaJ,0.5,1.0,5
 DnaJ, Rex,1.0,1.0,5
 Rex, DnaJ,1.0,1.0,5
 DnaJ, SntA,1.0,1.0,5
 SntA, DnaJ,1.0,1.0,5
 DnaJ, ABC_1,1.0,1.0,5
 ABC_1, DnaJ,1.0,1.0,5
 DnaJ, GlnA,1.0,1.0,5
 GlnA, DnaJ,1.0,1.0,5
 DnaJ, LDH,1.0,1.0,5
 LDH, DnaJ,1.0,1.0,5
 DnaJ, ClpP,1.0,1.0,5
 ClpP, DnaJ,1.0,1.0,5
 DnaJ, ssnA,1.0,1.0,5
 ssnA, DnaJ,1.0,1.0,5
 DnaJ, VraSR,1.0,1.0,5
 VraSR, DnaJ,1.0,1.0,5
 DnaJ, FlpS,1.0,1.0,5
 FlpS, DnaJ,1.0,1.0,5
 DnaJ, Ssa,1.0,1.0,5
 Ssa, DnaJ,1.0,1.0,5
 DnaJ, ArcD,1.0,1.0,5
 ArcD, DnaJ,1.0,1.0,5
 DnaJ, Eno,1.0,1.0,5
 Eno, DnaJ,1.0,1.0,5
 DnaJ, IMPDH_1,1.0,1.0,5
 IMPDH_1, DnaJ,1.0,1.0,5
 DnaJ, Cps9E,0.75,0.75,5
 Cps9E, DnaJ,0.75,1.0,5
 DnaJ, Zmp,1.0,1.0,5
 Zmp, DnaJ,1.0,1.0,5
 DnaJ, mnmE,1.0,1.0,5
 mnmE, DnaJ,1.0,1.0,5
 DnaJ, IMPDH_2,1.0,1.0,5
 IMPDH_2, DnaJ,1.0,1.0,5
 DnaJ, FBA,1.0,1.0,5
 FBA, DnaJ,1.0,1.0,5
 DnaJ, pgdA,1.0,1.0,5
 pgdA, DnaJ,1.0,1.0,5
 DnaJ, Stk,1.0,1.0,5
 Stk, DnaJ,1.0,1.0,5
 DnaJ, KAR,1.0,1.0,5
 KAR, DnaJ,1.0,1.0,5
 DnaJ, PGK,1.0,1.0,5
 PGK, DnaJ,1.0,1.0,5
 DnaJ, SP1,0.75,0.75,5
 SP1, DnaJ,0.75,1.0,5
 atl_2, DnaJ,0.5,1.0,5
 DnaJ, PK,1.0,1.0,5
 PK, DnaJ,1.0,1.0,5
 DnaJ, DnaK,1.0,1.0,5
 DnaK, DnaJ,1.0,1.0,5
 DnaJ, HP1083,1.0,1.0,5
 HP1083, DnaJ,1.0,1.0,5
 DnaJ, argR,1.0,1.0,5
 argR, DnaJ,1.0,1.0,5
 DnaJ, pepT,1.0,1.0,5
 pepT, DnaJ,1.0,1.0,5
 DnaJ, GdpP,1.0,1.0,5
 GdpP, DnaJ,1.0,1.0,5
 DnaJ, MsmK,1.0,1.0,5
 MsmK, DnaJ,1.0,1.0,5
 DnaJ, ciaR,1.0,1.0,5
 ciaR, DnaJ,1.0,1.0,5
 DnaJ, OppA,1.0,1.0,5
 OppA, DnaJ,1.0,1.0,5
 lytR, prsA,1.0,1.0,5
 prsA, lytR,1.0,1.0,5
 lytR, FBPS,1.0,1.0,5
 FBPS, lytR,1.0,1.0,5
 lytR, CodY,1.0,1.0,5
 CodY, lytR,1.0,1.0,5
 lytR, HtpsC,0.75,0.75,5
 HtpsC, lytR,0.75,1.0,5
 lytR, DivIVA,1.0,1.0,5
 DivIVA, lytR,1.0,1.0,5
 lytR, GroEL,1.0,1.0,5
 GroEL, lytR,1.0,1.0,5
 lytR, GAPDH,1.0,1.0,5
 GAPDH, lytR,1.0,1.0,5
 lytR, srtA,1.0,1.0,5
 srtA, lytR,1.0,1.0,5
 lytR, HAM1,1.0,1.0,5
 HAM1, lytR,1.0,1.0,5
 lytR, HP1538,1.0,1.0,5
 HP1538, lytR,1.0,1.0,5
 lytR, EF-Tu,1.0,1.0,5
 EF-Tu, lytR,1.0,1.0,5
 lytR, ldeS,0.75,0.75,5
 ldeS, lytR,0.75,1.0,5
 lytR, manN,1.0,1.0,5
 manN, lytR,1.0,1.0,5
 lytR, lhk,1.0,1.0,5
 lhk, lytR,1.0,1.0,5
 lytR, HrcA,1.0,1.0,5
 HrcA, lytR,1.0,1.0,5
