antecedent,consequent,support,confidence,Cluster
 lytR, LuxS,1.0,1.0,5
 LuxS, lytR,1.0,1.0,5
 lytR, TraG,1.0,1.0,5
 TraG, lytR,1.0,1.0,5
 lytR, gh92,1.0,1.0,5
 gh92, lytR,1.0,1.0,5
 lytR, 1910HR,1.0,1.0,5
 1910HR, lytR,1.0,1.0,5
 lytR, Stp,1.0,1.0,5
 Stp, lytR,1.0,1.0,5
 lytR, endoSS,1.0,1.0,5
 endoSS, lytR,1.0,1.0,5
 lytR, 1910HK,1.0,1.0,5
 1910HK, lytR,1.0,1.0,5
 lytR, SspB,1.0,1.0,5
 SspB, lytR,1.0,1.0,5
 lytR, dltA,0.75,0.75,5
 dltA, lytR,0.75,1.0,5
 lytR, RelA,1.0,1.0,5
 RelA, lytR,1.0,1.0,5
 lytR, CovR,1.0,1.0,5
 CovR, lytR,1.0,1.0,5
 lytR, lhr,1.0,1.0,5
 lhr, lytR,1.0,1.0,5
 sly, lytR,0.5,1.0,5
 lytR, abpb,0.75,0.75,5
 abpb, lytR,0.75,1.0,5
 lytR, HtpsA,1.0,1.0,5
 HtpsA, lytR,1.0,1.0,5
 lytR, PepF,1.0,1.0,5
 PepF, lytR,1.0,1.0,5
 lytR, OTC,1.0,1.0,5
 OTC, lytR,1.0,1.0,5
 lytR, ciaH,1.0,1.0,5
 ciaH, lytR,1.0,1.0,5
 lytR, SspA,1.0,1.0,5
 SspA, lytR,1.0,1.0,5
 lytR, SsPep,1.0,1.0,5
 SsPep, lytR,1.0,1.0,5
 lytR, ClpX,1.0,1.0,5
 ClpX, lytR,1.0,1.0,5
 lytR, GidA,1.0,1.0,5
 GidA, lytR,1.0,1.0,5
 lytR, adhE,1.0,1.0,5
 adhE, lytR,1.0,1.0,5
 lytR, GntR,1.0,1.0,5
 GntR, lytR,1.0,1.0,5
 lytR, Cps2B,1.0,1.0,5
 Cps2B, lytR,1.0,1.0,5
 lytR, RelQ,1.0,1.0,5
 RelQ, lytR,1.0,1.0,5
 lytR, BgaC,1.0,1.0,5
 BgaC, lytR,1.0,1.0,5
 lytR, yzpA,0.75,0.75,5
 yzpA, lytR,0.75,1.0,5
 lytR, agaR2,1.0,1.0,5
 agaR2, lytR,1.0,1.0,5
 lytR, HP1717,1.0,1.0,5
 HP1717, lytR,1.0,1.0,5
 lytR, PDH,1.0,1.0,5
 PDH, lytR,1.0,1.0,5
 Sbp1, lytR,0.5,1.0,5
 lytR, Rex,1.0,1.0,5
 Rex, lytR,1.0,1.0,5
 lytR, SntA,1.0,1.0,5
 SntA, lytR,1.0,1.0,5
 lytR, ABC_1,1.0,1.0,5
 ABC_1, lytR,1.0,1.0,5
 lytR, GlnA,1.0,1.0,5
 GlnA, lytR,1.0,1.0,5
 lytR, LDH,1.0,1.0,5
 LDH, lytR,1.0,1.0,5
 lytR, ClpP,1.0,1.0,5
 ClpP, lytR,1.0,1.0,5
 lytR, ssnA,1.0,1.0,5
 ssnA, lytR,1.0,1.0,5
 lytR, VraSR,1.0,1.0,5
 VraSR, lytR,1.0,1.0,5
 lytR, FlpS,1.0,1.0,5
 FlpS, lytR,1.0,1.0,5
 lytR, Ssa,1.0,1.0,5
 Ssa, lytR,1.0,1.0,5
 lytR, ArcD,1.0,1.0,5
 ArcD, lytR,1.0,1.0,5
 lytR, Eno,1.0,1.0,5
 Eno, lytR,1.0,1.0,5
 lytR, IMPDH_1,1.0,1.0,5
 IMPDH_1, lytR,1.0,1.0,5
 lytR, Cps9E,0.75,0.75,5
 Cps9E, lytR,0.75,1.0,5
 lytR, Zmp,1.0,1.0,5
 Zmp, lytR,1.0,1.0,5
 lytR, mnmE,1.0,1.0,5
 mnmE, lytR,1.0,1.0,5
 lytR, IMPDH_2,1.0,1.0,5
 IMPDH_2, lytR,1.0,1.0,5
 lytR, FBA,1.0,1.0,5
 FBA, lytR,1.0,1.0,5
 lytR, pgdA,1.0,1.0,5
 pgdA, lytR,1.0,1.0,5
 lytR, Stk,1.0,1.0,5
 Stk, lytR,1.0,1.0,5
 lytR, KAR,1.0,1.0,5
 KAR, lytR,1.0,1.0,5
 lytR, PGK,1.0,1.0,5
 PGK, lytR,1.0,1.0,5
 lytR, SP1,0.75,0.75,5
 SP1, lytR,0.75,1.0,5
 atl_2, lytR,0.5,1.0,5
 lytR, PK,1.0,1.0,5
 PK, lytR,1.0,1.0,5
 lytR, DnaK,1.0,1.0,5
 DnaK, lytR,1.0,1.0,5
 lytR, HP1083,1.0,1.0,5
 HP1083, lytR,1.0,1.0,5
 lytR, argR,1.0,1.0,5
 argR, lytR,1.0,1.0,5
 lytR, pepT,1.0,1.0,5
 pepT, lytR,1.0,1.0,5
 lytR, GdpP,1.0,1.0,5
 GdpP, lytR,1.0,1.0,5
 lytR, MsmK,1.0,1.0,5
 MsmK, lytR,1.0,1.0,5
 lytR, ciaR,1.0,1.0,5
 ciaR, lytR,1.0,1.0,5
 lytR, OppA,1.0,1.0,5
 OppA, lytR,1.0,1.0,5
 prsA, FBPS,1.0,1.0,5
 FBPS, prsA,1.0,1.0,5
 prsA, CodY,1.0,1.0,5
 CodY, prsA,1.0,1.0,5
 prsA, HtpsC,0.75,0.75,5
 HtpsC, prsA,0.75,1.0,5
 prsA, DivIVA,1.0,1.0,5
 DivIVA, prsA,1.0,1.0,5
 prsA, GroEL,1.0,1.0,5
 GroEL, prsA,1.0,1.0,5
 prsA, GAPDH,1.0,1.0,5
 GAPDH, prsA,1.0,1.0,5
 prsA, srtA,1.0,1.0,5
 srtA, prsA,1.0,1.0,5
 prsA, HAM1,1.0,1.0,5
 HAM1, prsA,1.0,1.0,5
 prsA, HP1538,1.0,1.0,5
 HP1538, prsA,1.0,1.0,5
 prsA, EF-Tu,1.0,1.0,5
 EF-Tu, prsA,1.0,1.0,5
 prsA, ldeS,0.75,0.75,5
 ldeS, prsA,0.75,1.0,5
 prsA, manN,1.0,1.0,5
 manN, prsA,1.0,1.0,5
 prsA, lhk,1.0,1.0,5
 lhk, prsA,1.0,1.0,5
 prsA, HrcA,1.0,1.0,5
 HrcA, prsA,1.0,1.0,5
 prsA, LuxS,1.0,1.0,5
 LuxS, prsA,1.0,1.0,5
 prsA, TraG,1.0,1.0,5
 TraG, prsA,1.0,1.0,5
 prsA, gh92,1.0,1.0,5
 gh92, prsA,1.0,1.0,5
 prsA, 1910HR,1.0,1.0,5
 1910HR, prsA,1.0,1.0,5
 prsA, Stp,1.0,1.0,5
 Stp, prsA,1.0,1.0,5
 prsA, endoSS,1.0,1.0,5
 endoSS, prsA,1.0,1.0,5
 prsA, 1910HK,1.0,1.0,5
 1910HK, prsA,1.0,1.0,5
 prsA, SspB,1.0,1.0,5
 SspB, prsA,1.0,1.0,5
 prsA, dltA,0.75,0.75,5
 dltA, prsA,0.75,1.0,5
 prsA, RelA,1.0,1.0,5
 RelA, prsA,1.0,1.0,5
 prsA, CovR,1.0,1.0,5
 CovR, prsA,1.0,1.0,5
 prsA, lhr,1.0,1.0,5
 lhr, prsA,1.0,1.0,5
 sly, prsA,0.5,1.0,5
 prsA, abpb,0.75,0.75,5
 abpb, prsA,0.75,1.0,5
 prsA, HtpsA,1.0,1.0,5
 HtpsA, prsA,1.0,1.0,5
 prsA, PepF,1.0,1.0,5
 PepF, prsA,1.0,1.0,5
 prsA, OTC,1.0,1.0,5
 OTC, prsA,1.0,1.0,5
 prsA, ciaH,1.0,1.0,5
 ciaH, prsA,1.0,1.0,5
 prsA, SspA,1.0,1.0,5
 SspA, prsA,1.0,1.0,5
 prsA, SsPep,1.0,1.0,5
 SsPep, prsA,1.0,1.0,5
 prsA, ClpX,1.0,1.0,5
 ClpX, prsA,1.0,1.0,5
 prsA, GidA,1.0,1.0,5
 GidA, prsA,1.0,1.0,5
 prsA, adhE,1.0,1.0,5
 adhE, prsA,1.0,1.0,5
 prsA, GntR,1.0,1.0,5
 GntR, prsA,1.0,1.0,5
 prsA, Cps2B,1.0,1.0,5
 Cps2B, prsA,1.0,1.0,5
 prsA, RelQ,1.0,1.0,5
 RelQ, prsA,1.0,1.0,5
 prsA, BgaC,1.0,1.0,5
 BgaC, prsA,1.0,1.0,5
 prsA, yzpA,0.75,0.75,5
 yzpA, prsA,0.75,1.0,5
 prsA, agaR2,1.0,1.0,5
 agaR2, prsA,1.0,1.0,5
 prsA, HP1717,1.0,1.0,5
 HP1717, prsA,1.0,1.0,5
 prsA, PDH,1.0,1.0,5
 PDH, prsA,1.0,1.0,5
 Sbp1, prsA,0.5,1.0,5
 prsA, Rex,1.0,1.0,5
 Rex, prsA,1.0,1.0,5
 prsA, SntA,1.0,1.0,5
 SntA, prsA,1.0,1.0,5
 prsA, ABC_1,1.0,1.0,5
 ABC_1, prsA,1.0,1.0,5
 prsA, GlnA,1.0,1.0,5
 GlnA, prsA,1.0,1.0,5
 prsA, LDH,1.0,1.0,5
 LDH, prsA,1.0,1.0,5
 prsA, ClpP,1.0,1.0,5
 ClpP, prsA,1.0,1.0,5
 prsA, ssnA,1.0,1.0,5
 ssnA, prsA,1.0,1.0,5
 prsA, VraSR,1.0,1.0,5
 VraSR, prsA,1.0,1.0,5
 prsA, FlpS,1.0,1.0,5
 FlpS, prsA,1.0,1.0,5
 prsA, Ssa,1.0,1.0,5
 Ssa, prsA,1.0,1.0,5
 prsA, ArcD,1.0,1.0,5
 ArcD, prsA,1.0,1.0,5
 prsA, Eno,1.0,1.0,5
 Eno, prsA,1.0,1.0,5
 prsA, IMPDH_1,1.0,1.0,5
 IMPDH_1, prsA,1.0,1.0,5
 prsA, Cps9E,0.75,0.75,5
 Cps9E, prsA,0.75,1.0,5
 prsA, Zmp,1.0,1.0,5
 Zmp, prsA,1.0,1.0,5
 prsA, mnmE,1.0,1.0,5
 mnmE, prsA,1.0,1.0,5
 prsA, IMPDH_2,1.0,1.0,5
 IMPDH_2, prsA,1.0,1.0,5
 prsA, FBA,1.0,1.0,5
 FBA, prsA,1.0,1.0,5
 prsA, pgdA,1.0,1.0,5
 pgdA, prsA,1.0,1.0,5
 prsA, Stk,1.0,1.0,5
 Stk, prsA,1.0,1.0,5
 prsA, KAR,1.0,1.0,5
 KAR, prsA,1.0,1.0,5
 prsA, PGK,1.0,1.0,5
 PGK, prsA,1.0,1.0,5
 prsA, SP1,0.75,0.75,5
 SP1, prsA,0.75,1.0,5
 atl_2, prsA,0.5,1.0,5
 prsA, PK,1.0,1.0,5
 PK, prsA,1.0,1.0,5
 prsA, DnaK,1.0,1.0,5
 DnaK, prsA,1.0,1.0,5
 prsA, HP1083,1.0,1.0,5
 HP1083, prsA,1.0,1.0,5
 prsA, argR,1.0,1.0,5
 argR, prsA,1.0,1.0,5
 prsA, pepT,1.0,1.0,5
 pepT, prsA,1.0,1.0,5
 prsA, GdpP,1.0,1.0,5
 GdpP, prsA,1.0,1.0,5
 prsA, MsmK,1.0,1.0,5
 MsmK, prsA,1.0,1.0,5
 prsA, ciaR,1.0,1.0,5
 ciaR, prsA,1.0,1.0,5
 prsA, OppA,1.0,1.0,5
 OppA, prsA,1.0,1.0,5
 FBPS, CodY,1.0,1.0,5
 CodY, FBPS,1.0,1.0,5
 FBPS, HtpsC,0.75,0.75,5
 HtpsC, FBPS,0.75,1.0,5
 FBPS, DivIVA,1.0,1.0,5
 DivIVA, FBPS,1.0,1.0,5
 FBPS, GroEL,1.0,1.0,5
 GroEL, FBPS,1.0,1.0,5
 FBPS, GAPDH,1.0,1.0,5
 GAPDH, FBPS,1.0,1.0,5
 FBPS, srtA,1.0,1.0,5
 srtA, FBPS,1.0,1.0,5
 FBPS, HAM1,1.0,1.0,5
 HAM1, FBPS,1.0,1.0,5
 FBPS, HP1538,1.0,1.0,5
 HP1538, FBPS,1.0,1.0,5
 FBPS, EF-Tu,1.0,1.0,5
 EF-Tu, FBPS,1.0,1.0,5
 FBPS, ldeS,0.75,0.75,5
 ldeS, FBPS,0.75,1.0,5
 FBPS, manN,1.0,1.0,5
 manN, FBPS,1.0,1.0,5
 FBPS, lhk,1.0,1.0,5
 lhk, FBPS,1.0,1.0,5
 FBPS, HrcA,1.0,1.0,5
 HrcA, FBPS,1.0,1.0,5
 FBPS, LuxS,1.0,1.0,5
 LuxS, FBPS,1.0,1.0,5
 FBPS, TraG,1.0,1.0,5
 TraG, FBPS,1.0,1.0,5
 FBPS, gh92,1.0,1.0,5
 gh92, FBPS,1.0,1.0,5
 FBPS, 1910HR,1.0,1.0,5
 1910HR, FBPS,1.0,1.0,5
 FBPS, Stp,1.0,1.0,5
 Stp, FBPS,1.0,1.0,5
 FBPS, endoSS,1.0,1.0,5
 endoSS, FBPS,1.0,1.0,5
 FBPS, 1910HK,1.0,1.0,5
 1910HK, FBPS,1.0,1.0,5
 FBPS, SspB,1.0,1.0,5
 SspB, FBPS,1.0,1.0,5
 FBPS, dltA,0.75,0.75,5
 dltA, FBPS,0.75,1.0,5
 FBPS, RelA,1.0,1.0,5
 RelA, FBPS,1.0,1.0,5
 FBPS, CovR,1.0,1.0,5
 CovR, FBPS,1.0,1.0,5
 FBPS, lhr,1.0,1.0,5
 lhr, FBPS,1.0,1.0,5
 sly, FBPS,0.5,1.0,5
 FBPS, abpb,0.75,0.75,5
 abpb, FBPS,0.75,1.0,5
 FBPS, HtpsA,1.0,1.0,5
 HtpsA, FBPS,1.0,1.0,5
 FBPS, PepF,1.0,1.0,5
 PepF, FBPS,1.0,1.0,5
 FBPS, OTC,1.0,1.0,5
 OTC, FBPS,1.0,1.0,5
 FBPS, ciaH,1.0,1.0,5
 ciaH, FBPS,1.0,1.0,5
 FBPS, SspA,1.0,1.0,5
 SspA, FBPS,1.0,1.0,5
 FBPS, SsPep,1.0,1.0,5
 SsPep, FBPS,1.0,1.0,5
 FBPS, ClpX,1.0,1.0,5
 ClpX, FBPS,1.0,1.0,5
 FBPS, GidA,1.0,1.0,5
 GidA, FBPS,1.0,1.0,5
 FBPS, adhE,1.0,1.0,5
 adhE, FBPS,1.0,1.0,5
 FBPS, GntR,1.0,1.0,5
 GntR, FBPS,1.0,1.0,5
 FBPS, Cps2B,1.0,1.0,5
 Cps2B, FBPS,1.0,1.0,5
 FBPS, RelQ,1.0,1.0,5
 RelQ, FBPS,1.0,1.0,5
 FBPS, BgaC,1.0,1.0,5
 BgaC, FBPS,1.0,1.0,5
 FBPS, yzpA,0.75,0.75,5
 yzpA, FBPS,0.75,1.0,5
 FBPS, agaR2,1.0,1.0,5
 agaR2, FBPS,1.0,1.0,5
 FBPS, HP1717,1.0,1.0,5
 HP1717, FBPS,1.0,1.0,5
 FBPS, PDH,1.0,1.0,5
 PDH, FBPS,1.0,1.0,5
 Sbp1, FBPS,0.5,1.0,5
 FBPS, Rex,1.0,1.0,5
 Rex, FBPS,1.0,1.0,5
 FBPS, SntA,1.0,1.0,5
 SntA, FBPS,1.0,1.0,5
 FBPS, ABC_1,1.0,1.0,5
 ABC_1, FBPS,1.0,1.0,5
 FBPS, GlnA,1.0,1.0,5
 GlnA, FBPS,1.0,1.0,5
 FBPS, LDH,1.0,1.0,5
 LDH, FBPS,1.0,1.0,5
 FBPS, ClpP,1.0,1.0,5
 ClpP, FBPS,1.0,1.0,5
 FBPS, ssnA,1.0,1.0,5
 ssnA, FBPS,1.0,1.0,5
 FBPS, VraSR,1.0,1.0,5
 VraSR, FBPS,1.0,1.0,5
 FBPS, FlpS,1.0,1.0,5
 FlpS, FBPS,1.0,1.0,5
 FBPS, Ssa,1.0,1.0,5
 Ssa, FBPS,1.0,1.0,5
 FBPS, ArcD,1.0,1.0,5
 ArcD, FBPS,1.0,1.0,5
 FBPS, Eno,1.0,1.0,5
 Eno, FBPS,1.0,1.0,5
 FBPS, IMPDH_1,1.0,1.0,5
 IMPDH_1, FBPS,1.0,1.0,5
 FBPS, Cps9E,0.75,0.75,5
 Cps9E, FBPS,0.75,1.0,5
 FBPS, Zmp,1.0,1.0,5
 Zmp, FBPS,1.0,1.0,5
 FBPS, mnmE,1.0,1.0,5
 mnmE, FBPS,1.0,1.0,5
 FBPS, IMPDH_2,1.0,1.0,5
 IMPDH_2, FBPS,1.0,1.0,5
 FBPS, FBA,1.0,1.0,5
 FBA, FBPS,1.0,1.0,5
 FBPS, pgdA,1.0,1.0,5
 pgdA, FBPS,1.0,1.0,5
 FBPS, Stk,1.0,1.0,5
 Stk, FBPS,1.0,1.0,5
 FBPS, KAR,1.0,1.0,5
 KAR, FBPS,1.0,1.0,5
 FBPS, PGK,1.0,1.0,5
 PGK, FBPS,1.0,1.0,5
 FBPS, SP1,0.75,0.75,5
 SP1, FBPS,0.75,1.0,5
 atl_2, FBPS,0.5,1.0,5
 FBPS, PK,1.0,1.0,5
 PK, FBPS,1.0,1.0,5
 FBPS, DnaK,1.0,1.0,5
 DnaK, FBPS,1.0,1.0,5
 FBPS, HP1083,1.0,1.0,5
 HP1083, FBPS,1.0,1.0,5
 FBPS, argR,1.0,1.0,5
 argR, FBPS,1.0,1.0,5
 FBPS, pepT,1.0,1.0,5
 pepT, FBPS,1.0,1.0,5
 FBPS, GdpP,1.0,1.0,5
 GdpP, FBPS,1.0,1.0,5
 FBPS, MsmK,1.0,1.0,5
 MsmK, FBPS,1.0,1.0,5
 FBPS, ciaR,1.0,1.0,5
 ciaR, FBPS,1.0,1.0,5
 FBPS, OppA,1.0,1.0,5
 OppA, FBPS,1.0,1.0,5
 CodY, HtpsC,0.75,0.75,5
 HtpsC, CodY,0.75,1.0,5
 CodY, DivIVA,1.0,1.0,5
 DivIVA, CodY,1.0,1.0,5
 CodY, GroEL,1.0,1.0,5
 GroEL, CodY,1.0,1.0,5
 CodY, GAPDH,1.0,1.0,5
 GAPDH, CodY,1.0,1.0,5
 CodY, srtA,1.0,1.0,5
 srtA, CodY,1.0,1.0,5
 CodY, HAM1,1.0,1.0,5
 HAM1, CodY,1.0,1.0,5
 CodY, HP1538,1.0,1.0,5
 HP1538, CodY,1.0,1.0,5
 CodY, EF-Tu,1.0,1.0,5
 EF-Tu, CodY,1.0,1.0,5
 CodY, ldeS,0.75,0.75,5
 ldeS, CodY,0.75,1.0,5
 CodY, manN,1.0,1.0,5
 manN, CodY,1.0,1.0,5
 CodY, lhk,1.0,1.0,5
 lhk, CodY,1.0,1.0,5
 CodY, HrcA,1.0,1.0,5
 HrcA, CodY,1.0,1.0,5
 CodY, LuxS,1.0,1.0,5
 LuxS, CodY,1.0,1.0,5
 CodY, TraG,1.0,1.0,5
 TraG, CodY,1.0,1.0,5
 CodY, gh92,1.0,1.0,5
 gh92, CodY,1.0,1.0,5
 CodY, 1910HR,1.0,1.0,5
 1910HR, CodY,1.0,1.0,5
 CodY, Stp,1.0,1.0,5
 Stp, CodY,1.0,1.0,5
 CodY, endoSS,1.0,1.0,5
 endoSS, CodY,1.0,1.0,5
 CodY, 1910HK,1.0,1.0,5
 1910HK, CodY,1.0,1.0,5
 CodY, SspB,1.0,1.0,5
 SspB, CodY,1.0,1.0,5
 CodY, dltA,0.75,0.75,5
 dltA, CodY,0.75,1.0,5
 CodY, RelA,1.0,1.0,5
 RelA, CodY,1.0,1.0,5
 CodY, CovR,1.0,1.0,5
 CovR, CodY,1.0,1.0,5
 CodY, lhr,1.0,1.0,5
 lhr, CodY,1.0,1.0,5
 sly, CodY,0.5,1.0,5
 CodY, abpb,0.75,0.75,5
 abpb, CodY,0.75,1.0,5
 CodY, HtpsA,1.0,1.0,5
 HtpsA, CodY,1.0,1.0,5
 CodY, PepF,1.0,1.0,5
 PepF, CodY,1.0,1.0,5
 CodY, OTC,1.0,1.0,5
 OTC, CodY,1.0,1.0,5
 CodY, ciaH,1.0,1.0,5
 ciaH, CodY,1.0,1.0,5
 CodY, SspA,1.0,1.0,5
 SspA, CodY,1.0,1.0,5
 CodY, SsPep,1.0,1.0,5
 SsPep, CodY,1.0,1.0,5
 CodY, ClpX,1.0,1.0,5
 ClpX, CodY,1.0,1.0,5
 CodY, GidA,1.0,1.0,5
 GidA, CodY,1.0,1.0,5
 CodY, adhE,1.0,1.0,5
 adhE, CodY,1.0,1.0,5
 CodY, GntR,1.0,1.0,5
 GntR, CodY,1.0,1.0,5
 CodY, Cps2B,1.0,1.0,5
 Cps2B, CodY,1.0,1.0,5
 CodY, RelQ,1.0,1.0,5
 RelQ, CodY,1.0,1.0,5
 CodY, BgaC,1.0,1.0,5
 BgaC, CodY,1.0,1.0,5
 CodY, yzpA,0.75,0.75,5
 yzpA, CodY,0.75,1.0,5
 CodY, agaR2,1.0,1.0,5
 agaR2, CodY,1.0,1.0,5
 CodY, HP1717,1.0,1.0,5
 HP1717, CodY,1.0,1.0,5
 CodY, PDH,1.0,1.0,5
 PDH, CodY,1.0,1.0,5
 Sbp1, CodY,0.5,1.0,5
 CodY, Rex,1.0,1.0,5
 Rex, CodY,1.0,1.0,5
 CodY, SntA,1.0,1.0,5
 SntA, CodY,1.0,1.0,5
 CodY, ABC_1,1.0,1.0,5
 ABC_1, CodY,1.0,1.0,5
 CodY, GlnA,1.0,1.0,5
 GlnA, CodY,1.0,1.0,5
 CodY, LDH,1.0,1.0,5
 LDH, CodY,1.0,1.0,5
 CodY, ClpP,1.0,1.0,5
 ClpP, CodY,1.0,1.0,5
 CodY, ssnA,1.0,1.0,5
 ssnA, CodY,1.0,1.0,5
 CodY, VraSR,1.0,1.0,5
 VraSR, CodY,1.0,1.0,5
 CodY, FlpS,1.0,1.0,5
 FlpS, CodY,1.0,1.0,5
 CodY, Ssa,1.0,1.0,5
 Ssa, CodY,1.0,1.0,5
 CodY, ArcD,1.0,1.0,5
 ArcD, CodY,1.0,1.0,5
 CodY, Eno,1.0,1.0,5
 Eno, CodY,1.0,1.0,5
 CodY, IMPDH_1,1.0,1.0,5
 IMPDH_1, CodY,1.0,1.0,5
 CodY, Cps9E,0.75,0.75,5
 Cps9E, CodY,0.75,1.0,5
 CodY, Zmp,1.0,1.0,5
 Zmp, CodY,1.0,1.0,5
 CodY, mnmE,1.0,1.0,5
 mnmE, CodY,1.0,1.0,5
 CodY, IMPDH_2,1.0,1.0,5
 IMPDH_2, CodY,1.0,1.0,5
 CodY, FBA,1.0,1.0,5
 FBA, CodY,1.0,1.0,5
 CodY, pgdA,1.0,1.0,5
 pgdA, CodY,1.0,1.0,5
 CodY, Stk,1.0,1.0,5
 Stk, CodY,1.0,1.0,5
 CodY, KAR,1.0,1.0,5
 KAR, CodY,1.0,1.0,5
 CodY, PGK,1.0,1.0,5
 PGK, CodY,1.0,1.0,5
 CodY, SP1,0.75,0.75,5
 SP1, CodY,0.75,1.0,5
 atl_2, CodY,0.5,1.0,5
 CodY, PK,1.0,1.0,5
 PK, CodY,1.0,1.0,5
 CodY, DnaK,1.0,1.0,5
 DnaK, CodY,1.0,1.0,5
 CodY, HP1083,1.0,1.0,5
 HP1083, CodY,1.0,1.0,5
 CodY, argR,1.0,1.0,5
 argR, CodY,1.0,1.0,5
 CodY, pepT,1.0,1.0,5
 pepT, CodY,1.0,1.0,5
 CodY, GdpP,1.0,1.0,5
 GdpP, CodY,1.0,1.0,5
 CodY, MsmK,1.0,1.0,5
 MsmK, CodY,1.0,1.0,5
 CodY, ciaR,1.0,1.0,5
 ciaR, CodY,1.0,1.0,5
 CodY, OppA,1.0,1.0,5
 OppA, CodY,1.0,1.0,5
 HtpsC, DivIVA,0.75,1.0,5
 DivIVA, HtpsC,0.75,0.75,5
 HtpsC, GroEL,0.75,1.0,5
 GroEL, HtpsC,0.75,0.75,5
 HtpsC, GAPDH,0.75,1.0,5
 GAPDH, HtpsC,0.75,0.75,5
 HtpsC, srtA,0.75,1.0,5
 srtA, HtpsC,0.75,0.75,5
 HtpsC, HAM1,0.75,1.0,5
 HAM1, HtpsC,0.75,0.75,5
 HtpsC, HP1538,0.75,1.0,5
 HP1538, HtpsC,0.75,0.75,5
 HtpsC, EF-Tu,0.75,1.0,5
 EF-Tu, HtpsC,0.75,0.75,5
 HtpsC, ldeS,0.75,1.0,5
 ldeS, HtpsC,0.75,1.0,5
 HtpsC, manN,0.75,1.0,5
 manN, HtpsC,0.75,0.75,5
 HtpsC, lhk,0.75,1.0,5
 lhk, HtpsC,0.75,0.75,5
 HtpsC, HrcA,0.75,1.0,5
 HrcA, HtpsC,0.75,0.75,5
 HtpsC, LuxS,0.75,1.0,5
 LuxS, HtpsC,0.75,0.75,5
 HtpsC, TraG,0.75,1.0,5
 TraG, HtpsC,0.75,0.75,5
 HtpsC, gh92,0.75,1.0,5
 gh92, HtpsC,0.75,0.75,5
 HtpsC, 1910HR,0.75,1.0,5
 1910HR, HtpsC,0.75,0.75,5
 HtpsC, Stp,0.75,1.0,5
 Stp, HtpsC,0.75,0.75,5
 HtpsC, endoSS,0.75,1.0,5
 endoSS, HtpsC,0.75,0.75,5
 HtpsC, 1910HK,0.75,1.0,5
 1910HK, HtpsC,0.75,0.75,5
 HtpsC, SspB,0.75,1.0,5
 SspB, HtpsC,0.75,0.75,5
 HtpsC, dltA,0.75,1.0,5
 dltA, HtpsC,0.75,1.0,5
 HtpsC, RelA,0.75,1.0,5
 RelA, HtpsC,0.75,0.75,5
 HtpsC, CovR,0.75,1.0,5
 CovR, HtpsC,0.75,0.75,5
 HtpsC, lhr,0.75,1.0,5
 lhr, HtpsC,0.75,0.75,5
 sly, HtpsC,0.5,1.0,5
 HtpsC, abpb,0.75,1.0,5
 abpb, HtpsC,0.75,1.0,5
 HtpsC, HtpsA,0.75,1.0,5
 HtpsA, HtpsC,0.75,0.75,5
 HtpsC, PepF,0.75,1.0,5
 PepF, HtpsC,0.75,0.75,5
 HtpsC, OTC,0.75,1.0,5
 OTC, HtpsC,0.75,0.75,5
 HtpsC, ciaH,0.75,1.0,5
 ciaH, HtpsC,0.75,0.75,5
 HtpsC, SspA,0.75,1.0,5
 SspA, HtpsC,0.75,0.75,5
 HtpsC, SsPep,0.75,1.0,5
 SsPep, HtpsC,0.75,0.75,5
 HtpsC, ClpX,0.75,1.0,5
 ClpX, HtpsC,0.75,0.75,5
 HtpsC, GidA,0.75,1.0,5
 GidA, HtpsC,0.75,0.75,5
 HtpsC, adhE,0.75,1.0,5
 adhE, HtpsC,0.75,0.75,5
 HtpsC, GntR,0.75,1.0,5
 GntR, HtpsC,0.75,0.75,5
 HtpsC, Cps2B,0.75,1.0,5
 Cps2B, HtpsC,0.75,0.75,5
 HtpsC, RelQ,0.75,1.0,5
 RelQ, HtpsC,0.75,0.75,5
 HtpsC, BgaC,0.75,1.0,5
 BgaC, HtpsC,0.75,0.75,5
 HtpsC, yzpA,0.75,1.0,5
 yzpA, HtpsC,0.75,1.0,5
 HtpsC, agaR2,0.75,1.0,5
 agaR2, HtpsC,0.75,0.75,5
 HtpsC, HP1717,0.75,1.0,5
 HP1717, HtpsC,0.75,0.75,5
 HtpsC, PDH,0.75,1.0,5
 PDH, HtpsC,0.75,0.75,5
 Sbp1, HtpsC,0.5,1.0,5
 HtpsC, Rex,0.75,1.0,5
 Rex, HtpsC,0.75,0.75,5
 HtpsC, SntA,0.75,1.0,5
 SntA, HtpsC,0.75,0.75,5
 HtpsC, ABC_1,0.75,1.0,5
 ABC_1, HtpsC,0.75,0.75,5
 HtpsC, GlnA,0.75,1.0,5
 GlnA, HtpsC,0.75,0.75,5
 HtpsC, LDH,0.75,1.0,5
 LDH, HtpsC,0.75,0.75,5
 HtpsC, ClpP,0.75,1.0,5
 ClpP, HtpsC,0.75,0.75,5
 HtpsC, ssnA,0.75,1.0,5
 ssnA, HtpsC,0.75,0.75,5
 HtpsC, VraSR,0.75,1.0,5
 VraSR, HtpsC,0.75,0.75,5
 HtpsC, FlpS,0.75,1.0,5
 FlpS, HtpsC,0.75,0.75,5
 HtpsC, Ssa,0.75,1.0,5
 Ssa, HtpsC,0.75,0.75,5
